Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
5792;Zugspitze;F;28.01.1988-12:00;28.01.1988-18:00;7;;eor;                                                                                                                                              
5792;Zugspitze;F;01.05.1992-00:00;01.05.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;31.05.1992-00:00;31.05.1992-18:00;19;;eor;                                                                                                                                             
5792;Zugspitze;F;01.07.1992-00:00;01.07.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;31.07.1992-19:00;01.08.1992-10:00;16;;eor;                                                                                                                                             
5792;Zugspitze;F;24.08.1992-09:00;24.08.1992-09:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.09.1992-00:00;01.09.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.09.1992-09:00;10.09.1992-07:00;215;;eor;                                                                                                                                            
5792;Zugspitze;F;01.10.1992-00:00;01.10.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.11.1992-00:00;01.11.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.12.1992-00:00;01.12.1992-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.01.1993-00:00;01.01.1993-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.05.1993-00:00;01.05.1993-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.06.1993-00:00;01.06.1993-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.07.1993-00:00;01.07.1993-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;03.07.1993-03:00;03.07.1993-04:00;2;;eor;                                                                                                                                              
5792;Zugspitze;F;01.12.1993-08:00;10.12.1993-07:00;216;;eor;                                                                                                                                            
5792;Zugspitze;F;13.07.2001-05:00;13.07.2001-05:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;24.07.2001-00:00;24.07.2001-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;24.07.2001-09:00;24.07.2001-09:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;20.03.2002-08:00;27.03.2002-07:00;168;;eor;                                                                                                                                            
5792;Zugspitze;F;12.07.2002-18:00;12.07.2002-18:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.10.2003-01:00;01.10.2003-02:00;2;;eor;                                                                                                                                              
5792;Zugspitze;F;24.11.2003-12:00;24.11.2003-13:00;2;;eor;                                                                                                                                              
5792;Zugspitze;F;04.12.2003-06:00;04.12.2003-06:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.01.2004-03:00;01.01.2004-03:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;06.01.2004-12:00;06.01.2004-12:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;03.02.2004-11:00;03.02.2004-11:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;07.02.2004-20:00;07.02.2004-20:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;08.02.2004-06:00;08.02.2004-06:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;03.03.2004-13:00;03.03.2004-13:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;16.03.2004-12:00;16.03.2004-12:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;16.03.2004-18:00;16.03.2004-18:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;23.03.2004-08:00;23.03.2004-10:00;3;;eor;                                                                                                                                              
5792;Zugspitze;F;30.03.2004-11:00;30.03.2004-12:00;2;;eor;                                                                                                                                              
5792;Zugspitze;F;21.04.2004-09:00;21.04.2004-09:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;01.05.2004-18:00;01.05.2004-18:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;09.05.2004-18:00;09.05.2004-18:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;11.05.2004-06:00;11.05.2004-06:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;21.05.2004-00:00;21.05.2004-00:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;13.06.2004-23:00;13.06.2004-23:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;16.06.2004-07:00;16.06.2004-07:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;06.07.2004-04:00;06.07.2004-04:00;1;;eor;                                                                                                                                              
5792;Zugspitze;F;06.07.2004-07:00;06.07.2004-07:00;1;;eor;                                                                                                                                              
