Datum von;Datum bis;Nettoexport [MWh] Originalauflösungen;Dänemark 1 (Export) [MWh] Originalauflösungen;Dänemark 1 (Import) [MWh] Originalauflösungen;Dänemark 2 (Export) [MWh] Originalauflösungen;Dänemark 2 (Import) [MWh] Originalauflösungen;Frankreich (Export) [MWh] Originalauflösungen;Frankreich (Import) [MWh] Originalauflösungen;Niederlande (Export) [MWh] Originalauflösungen;Niederlande (Import) [MWh] Originalauflösungen;Polen (Export) [MWh] Originalauflösungen;Polen (Import) [MWh] Originalauflösungen;Schweden 4 (Export) [MWh] Originalauflösungen;Schweden 4 (Import) [MWh] Originalauflösungen;Schweiz (Export) [MWh] Originalauflösungen;Schweiz (Import) [MWh] Originalauflösungen;Tschechien (Export) [MWh] Originalauflösungen;Tschechien (Import) [MWh] Originalauflösungen;Österreich (Export) [MWh] Originalauflösungen;Österreich (Import) [MWh] Originalauflösungen;Norwegen 2 (Export) [MWh] Originalauflösungen;Norwegen 2 (Import) [MWh] Originalauflösungen;Belgien (Export) [MWh] Originalauflösungen;Belgien (Import) [MWh] Originalauflösungen
01.11.2023 00:00;01.11.2023 00:15;-2.637,87;0,00;-162,25;0,00;-23,75;0,00;-1.196,75;310,63;0,00;1,88;-506,63;0,00;-153,75;20,00;-268,85;0,00;-336,90;0,00;-28,70;0,00;-221,75;0,00;-71,05
01.11.2023 00:15;01.11.2023 00:30;-2.637,87;0,00;-162,25;0,00;-23,75;0,00;-1.196,75;310,63;0,00;1,88;-506,63;0,00;-153,75;20,00;-268,85;0,00;-336,90;0,00;-28,70;0,00;-221,75;0,00;-71,05
01.11.2023 00:30;01.11.2023 00:45;-2.637,87;0,00;-162,25;0,00;-23,75;0,00;-1.196,75;310,63;0,00;1,88;-506,63;0,00;-153,75;20,00;-268,85;0,00;-336,90;0,00;-28,70;0,00;-221,75;0,00;-71,05
01.11.2023 00:45;01.11.2023 01:00;-2.637,87;0,00;-162,25;0,00;-23,75;0,00;-1.196,75;310,63;0,00;1,88;-506,63;0,00;-153,75;20,00;-268,85;0,00;-336,90;0,00;-28,70;0,00;-221,75;0,00;-71,05
01.11.2023 01:00;01.11.2023 01:15;-2.406,86;21,25;-111,00;0,00;-34,25;0,00;-1.127,45;288,25;0,00;0,00;-465,28;0,00;-153,75;45,00;-327,41;0,00;-278,58;7,65;0,00;0,00;-87,75;0,00;-183,55
01.11.2023 01:15;01.11.2023 01:30;-2.406,86;21,25;-111,00;0,00;-34,25;0,00;-1.127,45;288,25;0,00;0,00;-465,28;0,00;-153,75;45,00;-327,41;0,00;-278,58;7,65;0,00;0,00;-87,75;0,00;-183,55
01.11.2023 01:30;01.11.2023 01:45;-2.406,86;21,25;-111,00;0,00;-34,25;0,00;-1.127,45;288,25;0,00;0,00;-465,28;0,00;-153,75;45,00;-327,41;0,00;-278,58;7,65;0,00;0,00;-87,75;0,00;-183,55
01.11.2023 01:45;01.11.2023 02:00;-2.406,86;21,25;-111,00;0,00;-34,25;0,00;-1.127,45;288,25;0,00;0,00;-465,28;0,00;-153,75;45,00;-327,41;0,00;-278,58;7,65;0,00;0,00;-87,75;0,00;-183,55
01.11.2023 02:00;01.11.2023 02:15;-2.428,25;50,00;0,00;0,00;-34,35;0,00;-1.128,33;307,00;-189,06;4,58;-448,03;0,00;-153,75;51,25;-222,83;6,40;-282,50;5,20;-124,89;0,00;-39,25;22,38;-252,08
01.11.2023 02:15;01.11.2023 02:30;-2.448,56;50,00;0,00;0,00;-34,35;0,00;-1.128,33;307,00;-189,06;4,58;-448,03;0,00;-153,75;51,25;-222,83;6,40;-282,50;5,20;-124,89;0,00;-39,25;0,48;-250,48
01.11.2023 02:30;01.11.2023 02:45;-2.443,48;50,00;0,00;0,00;-34,35;0,00;-1.128,33;307,00;-189,06;4,58;-448,03;0,00;-153,75;51,25;-222,83;6,40;-282,50;5,20;-124,89;0,00;-39,25;7,85;-252,78
01.11.2023 02:45;01.11.2023 03:00;-2.443,81;50,00;0,00;0,00;-34,35;0,00;-1.128,33;307,00;-189,06;4,58;-448,03;0,00;-153,75;51,25;-222,83;6,40;-282,50;5,20;-124,89;0,00;-39,25;4,75;-250,00
01.11.2023 03:00;01.11.2023 03:15;-2.458,21;13,75;-52,25;21,20;-61,63;0,00;-1.113,50;82,85;0,00;4,93;-427,93;0,00;-153,75;51,25;-287,56;6,10;-263,85;5,93;0,00;30,00;-63,75;0,00;-250,00
01.11.2023 03:15;01.11.2023 03:30;-2.458,21;13,75;-52,25;21,20;-61,63;0,00;-1.113,50;82,85;0,00;4,93;-427,93;0,00;-153,75;51,25;-287,56;6,10;-263,85;5,93;0,00;30,00;-63,75;0,00;-250,00
01.11.2023 03:30;01.11.2023 03:45;-2.458,21;13,75;-52,25;21,20;-61,63;0,00;-1.113,50;82,85;0,00;4,93;-427,93;0,00;-153,75;51,25;-287,56;6,10;-263,85;5,93;0,00;30,00;-63,75;0,00;-250,00
01.11.2023 03:45;01.11.2023 04:00;-2.458,21;13,75;-52,25;21,20;-61,63;0,00;-1.113,50;82,85;0,00;4,93;-427,93;0,00;-153,75;51,25;-287,56;6,10;-263,85;5,93;0,00;30,00;-63,75;0,00;-250,00
01.11.2023 04:00;01.11.2023 04:15;-2.505,63;45,50;-154,25;16,03;-75,10;0,00;-1.057,85;6,38;-103,03;0,00;-385,40;0,00;-153,75;26,25;-254,88;0,00;-185,93;83,90;0,00;27,75;-91,25;0,00;-250,00
01.11.2023 04:15;01.11.2023 04:30;-2.505,63;45,50;-154,25;16,03;-75,10;0,00;-1.057,85;6,38;-103,03;0,00;-385,40;0,00;-153,75;26,25;-254,88;0,00;-185,93;83,90;0,00;27,75;-91,25;0,00;-250,00
01.11.2023 04:30;01.11.2023 04:45;-2.505,63;45,50;-154,25;16,03;-75,10;0,00;-1.057,85;6,38;-103,03;0,00;-385,40;0,00;-153,75;26,25;-254,88;0,00;-185,93;83,90;0,00;27,75;-91,25;0,00;-250,00
01.11.2023 04:45;01.11.2023 05:00;-2.505,63;45,50;-154,25;16,03;-75,10;0,00;-1.057,85;6,38;-103,03;0,00;-385,40;0,00;-153,75;26,25;-254,88;0,00;-185,93;83,90;0,00;27,75;-91,25;0,00;-250,00
01.11.2023 05:00;01.11.2023 05:15;-2.239,65;69,50;-263,25;12,53;-38,98;0,00;-1.162,65;292,75;-265,85;0,00;-221,40;0,00;-153,75;26,25;-301,53;0,28;-48,65;277,10;0,00;4,50;-216,50;0,00;-250,00
01.11.2023 05:15;01.11.2023 05:30;-2.239,65;69,50;-263,25;12,53;-38,98;0,00;-1.162,65;292,75;-265,85;0,00;-221,40;0,00;-153,75;26,25;-301,53;0,28;-48,65;277,10;0,00;4,50;-216,50;0,00;-250,00
01.11.2023 05:30;01.11.2023 05:45;-2.239,65;69,50;-263,25;12,53;-38,98;0,00;-1.162,65;292,75;-265,85;0,00;-221,40;0,00;-153,75;26,25;-301,53;0,28;-48,65;277,10;0,00;4,50;-216,50;0,00;-250,00
01.11.2023 05:45;01.11.2023 06:00;-2.239,65;69,50;-263,25;12,53;-38,98;0,00;-1.162,65;292,75;-265,85;0,00;-221,40;0,00;-153,75;26,25;-301,53;0,28;-48,65;277,10;0,00;4,50;-216,50;0,00;-250,00
01.11.2023 06:00;01.11.2023 06:15;-2.374,87;55,75;-409,00;47,48;0,00;0,00;-1.116,60;82,50;-231,90;52,98;-78,98;0,00;-153,75;38,75;-343,47;63,05;-12,43;229,12;-1,45;1,50;-351,50;12,13;-259,05
01.11.2023 06:15;01.11.2023 06:30;-2.367,75;55,75;-409,00;47,48;0,00;0,00;-1.116,60;82,50;-231,90;52,98;-78,98;0,00;-153,75;38,75;-343,47;63,05;-12,43;229,12;-1,45;1,50;-351,50;13,45;-253,25
01.11.2023 06:30;01.11.2023 06:45;-2.366,44;55,75;-409,00;47,48;0,00;0,00;-1.116,60;82,50;-231,90;52,98;-78,98;0,00;-153,75;38,75;-343,47;63,05;-12,43;229,12;-1,45;1,50;-351,50;18,03;-256,53
01.11.2023 06:45;01.11.2023 07:00;-2.366,82;55,75;-409,00;47,48;0,00;0,00;-1.116,60;82,50;-231,90;52,98;-78,98;0,00;-153,75;38,75;-343,47;63,05;-12,43;229,12;-1,45;1,50;-351,50;24,93;-263,80
01.11.2023 07:00;01.11.2023 07:15;-1.870,94;144,75;-290,75;52,55;0,00;0,00;-1.055,53;139,50;-16,98;0,00;-58,00;0,00;-85,70;26,25;-527,64;142,93;0,00;210,18;0,00;1,00;-303,50;0,55;-250,55
01.11.2023 07:15;01.11.2023 07:30;-1.870,94;144,75;-290,75;52,55;0,00;0,00;-1.055,53;139,50;-16,98;0,00;-58,00;0,00;-85,70;26,25;-527,64;142,93;0,00;210,18;0,00;1,00;-303,50;0,43;-250,43
01.11.2023 07:30;01.11.2023 07:45;-1.870,94;144,75;-290,75;52,55;0,00;0,00;-1.055,53;139,50;-16,98;0,00;-58,00;0,00;-85,70;26,25;-527,64;142,93;0,00;210,18;0,00;1,00;-303,50;0,80;-250,80
01.11.2023 07:45;01.11.2023 08:00;-1.870,69;144,75;-290,75;52,55;0,00;0,00;-1.055,53;139,50;-16,98;0,00;-58,00;0,00;-85,70;26,25;-527,64;142,93;0,00;210,18;0,00;1,00;-303,50;1,28;-251,03
01.11.2023 08:00;01.11.2023 08:15;-1.438,90;200,25;-246,75;52,43;0,00;0,00;-906,93;358,86;-6,31;23,95;-162,93;0,00;0,00;26,25;-230,02;7,05;-62,98;22,03;-111,31;22,50;-175,00;44,45;-294,45
01.11.2023 08:15;01.11.2023 08:30;-1.438,90;200,25;-246,75;52,43;0,00;0,00;-906,93;358,86;-6,31;23,95;-162,93;0,00;0,00;26,25;-230,02;7,05;-62,98;22,03;-111,31;22,50;-175,00;45,55;-295,55
01.11.2023 08:30;01.11.2023 08:45;-1.438,90;200,25;-246,75;52,43;0,00;0,00;-906,93;358,86;-6,31;23,95;-162,93;0,00;0,00;26,25;-230,02;7,05;-62,98;22,03;-111,31;22,50;-175,00;52,58;-302,58
01.11.2023 08:45;01.11.2023 09:00;-1.438,90;200,25;-246,75;52,43;0,00;0,00;-906,93;358,86;-6,31;23,95;-162,93;0,00;0,00;26,25;-230,02;7,05;-62,98;22,03;-111,31;22,50;-175,00;49,85;-299,85
01.11.2023 09:00;01.11.2023 09:15;-1.244,09;203,25;-74,00;47,80;0,00;0,00;-1.046,91;349,25;0,00;0,00;-168,70;0,00;0,00;20,00;-414,71;23,98;-51,68;120,13;0,00;22,75;-25,25;0,00;-250,00
01.11.2023 09:15;01.11.2023 09:30;-1.244,09;203,25;-74,00;47,80;0,00;0,00;-1.046,91;349,25;0,00;0,00;-168,70;0,00;0,00;20,00;-414,71;23,98;-51,68;120,13;0,00;22,75;-25,25;0,00;-250,00
01.11.2023 09:30;01.11.2023 09:45;-1.244,09;203,25;-74,00;47,80;0,00;0,00;-1.046,91;349,25;0,00;0,00;-168,70;0,00;0,00;20,00;-414,71;23,98;-51,68;120,13;0,00;22,75;-25,25;0,00;-250,00
01.11.2023 09:45;01.11.2023 10:00;-1.244,09;203,25;-74,00;47,80;0,00;0,00;-1.046,91;349,25;0,00;0,00;-168,70;0,00;0,00;20,00;-414,71;23,98;-51,68;120,13;0,00;22,75;-25,25;0,00;-250,00
01.11.2023 10:00;01.11.2023 10:15;-706,74;295,25;0,00;35,55;0,00;0,00;-940,65;229,03;0,00;0,03;-64,03;0,00;0,00;20,00;-342,89;0,10;-5,48;168,85;0,00;147,50;0,00;0,00;-250,00
01.11.2023 10:15;01.11.2023 10:30;-706,74;295,25;0,00;35,55;0,00;0,00;-940,65;229,03;0,00;0,03;-64,03;0,00;0,00;20,00;-342,89;0,10;-5,48;168,85;0,00;147,50;0,00;0,00;-250,00
01.11.2023 10:30;01.11.2023 10:45;-706,74;295,25;0,00;35,55;0,00;0,00;-940,65;229,03;0,00;0,03;-64,03;0,00;0,00;20,00;-342,89;0,10;-5,48;168,85;0,00;147,50;0,00;0,00;-250,00
01.11.2023 10:45;01.11.2023 11:00;-706,74;295,25;0,00;35,55;0,00;0,00;-940,65;229,03;0,00;0,03;-64,03;0,00;0,00;20,00;-342,89;0,10;-5,48;168,85;0,00;147,50;0,00;0,00;-250,00
01.11.2023 11:00;01.11.2023 11:15;-560,36;349,00;-24,00;23,40;-4,45;0,00;-930,98;166,89;-0,69;0,03;-62,78;0,00;0,00;20,00;-221,41;18,70;-4,00;160,93;0,00;308,00;-109,00;1,85;-251,85
01.11.2023 11:15;01.11.2023 11:30;-559,61;349,00;-24,00;23,40;-4,45;0,00;-930,98;166,89;-0,69;0,03;-62,78;0,00;0,00;20,00;-221,41;18,70;-4,00;160,93;0,00;308,00;-109,00;1,43;-250,68
01.11.2023 11:30;01.11.2023 11:45;-560,36;349,00;-24,00;23,40;-4,45;0,00;-930,98;166,89;-0,69;0,03;-62,78;0,00;0,00;20,00;-221,41;18,70;-4,00;160,93;0,00;308,00;-109,00;0,75;-250,75
01.11.2023 11:45;01.11.2023 12:00;-560,36;349,00;-24,00;23,40;-4,45;0,00;-930,98;166,89;-0,69;0,03;-62,78;0,00;0,00;20,00;-221,41;18,70;-4,00;160,93;0,00;308,00;-109,00;0,00;-250,00
01.11.2023 12:00;01.11.2023 12:15;-538,15;270,50;-18,25;24,28;0,00;0,00;-989,05;106,63;0,00;38,08;0,00;0,00;0,00;20,00;-331,60;126,35;-0,25;209,38;0,00;312,50;-77,75;0,00;-228,95
01.11.2023 12:15;01.11.2023 12:30;-538,15;270,50;-18,25;24,28;0,00;0,00;-989,05;106,63;0,00;38,08;0,00;0,00;0,00;20,00;-331,60;126,35;-0,25;209,38;0,00;312,50;-77,75;0,00;-228,95
01.11.2023 12:30;01.11.2023 12:45;-538,15;270,50;-18,25;24,28;0,00;0,00;-989,05;106,63;0,00;38,08;0,00;0,00;0,00;20,00;-331,60;126,35;-0,25;209,38;0,00;312,50;-77,75;0,00;-228,95
01.11.2023 12:45;01.11.2023 13:00;-538,15;270,50;-18,25;24,28;0,00;0,00;-989,05;106,63;0,00;38,08;0,00;0,00;0,00;20,00;-331,60;126,35;-0,25;209,38;0,00;312,50;-77,75;0,00;-228,95
01.11.2023 13:00;01.11.2023 13:15;-976,30;266,75;-92,25;127,93;-43,93;0,00;-973,25;152,41;-72,75;151,10;-76,88;0,00;0,00;20,00;-288,26;210,43;-134,00;228,13;-357,51;162,00;-53,25;65,70;-268,68
01.11.2023 13:15;01.11.2023 13:30;-981,93;266,75;-92,25;127,93;-43,93;0,00;-973,25;152,41;-72,75;151,10;-76,88;0,00;0,00;20,00;-288,26;210,43;-134,00;228,13;-357,51;162,00;-53,25;69,35;-277,95
01.11.2023 13:30;01.11.2023 13:45;-985,95;266,75;-92,25;127,93;-43,93;0,00;-973,25;152,41;-72,75;151,10;-76,88;0,00;0,00;20,00;-288,26;210,43;-134,00;228,13;-357,51;162,00;-53,25;80,55;-293,18
01.11.2023 13:45;01.11.2023 14:00;-969,20;266,75;-92,25;127,93;-43,93;0,00;-973,25;152,41;-72,75;151,10;-76,88;0,00;0,00;20,00;-288,26;210,43;-134,00;228,13;-357,51;162,00;-53,25;92,73;-288,60
01.11.2023 14:00;01.11.2023 14:15;-1.632,27;194,00;-410,00;14,40;-75,08;0,00;-929,13;343,35;-148,75;228,98;-112,90;0,00;0,00;20,00;-431,78;240,03;-125,70;298,45;-446,64;0,00;-41,50;2,83;-252,83
01.11.2023 14:15;01.11.2023 14:30;-1.624,27;194,00;-410,00;14,40;-75,08;0,00;-929,13;343,35;-148,75;228,98;-112,90;0,00;0,00;20,00;-431,78;240,03;-125,70;298,45;-446,64;0,00;-41,50;11,08;-253,08
01.11.2023 14:30;01.11.2023 14:45;-1.618,27;194,00;-410,00;14,40;-75,08;0,00;-929,13;343,35;-148,75;228,98;-112,90;0,00;0,00;20,00;-431,78;240,03;-125,70;298,45;-446,64;0,00;-41,50;15,43;-251,43
01.11.2023 14:45;01.11.2023 15:00;-1.601,82;194,00;-410,00;14,40;-75,08;0,00;-929,13;343,35;-148,75;228,98;-112,90;0,00;0,00;20,00;-431,78;240,03;-125,70;298,45;-446,64;0,00;-41,50;30,45;-250,00
01.11.2023 15:00;01.11.2023 15:15;-1.702,15;0,25;-570,00;7,50;-58,50;0,00;-995,55;388,85;-136,00;244,13;-34,08;0,00;0,00;20,00;-410,94;234,55;-3,30;291,05;-238,61;0,00;-191,50;0,00;-250,00
01.11.2023 15:15;01.11.2023 15:30;-1.700,77;0,25;-570,00;7,50;-58,50;0,00;-995,55;388,85;-136,00;244,13;-34,08;0,00;0,00;20,00;-410,94;234,55;-3,30;291,05;-238,61;0,00;-191,50;1,38;-250,00
01.11.2023 15:30;01.11.2023 15:45;-1.681,52;0,25;-570,00;7,50;-58,50;0,00;-995,55;388,85;-136,00;244,13;-34,08;0,00;0,00;20,00;-410,94;234,55;-3,30;291,05;-238,61;0,00;-191,50;20,78;-250,15
01.11.2023 15:45;01.11.2023 16:00;-1.681,70;0,25;-570,00;7,50;-58,50;0,00;-995,55;388,85;-136,00;244,13;-34,08;0,00;0,00;20,00;-410,94;234,55;-3,30;291,05;-238,61;0,00;-191,50;21,35;-250,90
01.11.2023 16:00;01.11.2023 16:15;-1.754,93;0,00;-560,00;21,90;-46,65;0,00;-1.029,48;398,41;-115,69;258,73;-20,50;0,00;-150,00;20,00;-663,00;278,08;-12,50;325,78;0,00;0,00;-210,00;0,00;-250,00
01.11.2023 16:15;01.11.2023 16:30;-1.754,93;0,00;-560,00;21,90;-46,65;0,00;-1.029,48;398,41;-115,69;258,73;-20,50;0,00;-150,00;20,00;-663,00;278,08;-12,50;325,78;0,00;0,00;-210,00;0,00;-250,00
01.11.2023 16:30;01.11.2023 16:45;-1.750,70;0,00;-560,00;21,90;-46,65;0,00;-1.029,48;398,41;-115,69;258,73;-20,50;0,00;-150,00;20,00;-663,00;278,08;-12,50;325,78;0,00;0,00;-210,00;14,75;-260,53
01.11.2023 16:45;01.11.2023 17:00;-1.727,10;0,00;-560,00;21,90;-46,65;0,00;-1.029,48;398,41;-115,69;258,73;-20,50;0,00;-150,00;20,00;-663,00;278,08;-12,50;325,78;0,00;0,00;-210,00;37,35;-259,53
01.11.2023 17:00;01.11.2023 17:15;-1.687,32;0,00;-552,50;53,68;-30,00;0,00;-775,65;391,98;-337,06;222,45;-72,40;0,00;-153,75;20,00;-678,34;265,45;-31,78;430,60;0,00;0,00;-190,00;0,00;-250,00
01.11.2023 17:15;01.11.2023 17:30;-1.687,32;0,00;-552,50;53,68;-30,00;0,00;-775,65;391,98;-337,06;222,45;-72,40;0,00;-153,75;20,00;-678,34;265,45;-31,78;430,60;0,00;0,00;-190,00;0,00;-250,00
01.11.2023 17:30;01.11.2023 17:45;-1.687,32;0,00;-552,50;53,68;-30,00;0,00;-775,65;391,98;-337,06;222,45;-72,40;0,00;-153,75;20,00;-678,34;265,45;-31,78;430,60;0,00;0,00;-190,00;0,00;-250,00
01.11.2023 17:45;01.11.2023 18:00;-1.673,40;0,00;-552,50;53,68;-30,00;0,00;-775,65;391,98;-337,06;222,45;-72,40;0,00;-153,75;20,00;-678,34;265,45;-31,78;430,60;0,00;0,00;-190,00;16,63;-252,70
01.11.2023 18:00;01.11.2023 18:15;-954,92;50,00;-555,00;43,25;-24,50;0,00;-616,06;232,96;-171,88;210,83;-20,63;0,00;-153,75;20,00;-366,57;237,50;-94,78;264,83;-52,00;0,00;-187,50;274,78;-46,40
01.11.2023 18:15;01.11.2023 18:30;-973,74;50,00;-555,00;43,25;-24,50;0,00;-616,06;232,96;-171,88;210,83;-20,63;0,00;-153,75;20,00;-366,57;237,50;-94,78;264,83;-52,00;0,00;-187,50;263,75;-54,20
01.11.2023 18:30;01.11.2023 18:45;-973,29;50,00;-555,00;43,25;-24,50;0,00;-616,06;232,96;-171,88;210,83;-20,63;0,00;-153,75;20,00;-366,57;237,50;-94,78;264,83;-52,00;0,00;-187,50;267,10;-57,10
01.11.2023 18:45;01.11.2023 19:00;-973,87;50,00;-555,00;43,25;-24,50;0,00;-616,06;232,96;-171,88;210,83;-20,63;0,00;-153,75;20,00;-366,57;237,50;-94,78;264,83;-52,00;0,00;-187,50;264,25;-54,83
01.11.2023 19:00;01.11.2023 19:15;-673,94;114,25;-547,50;0,00;-25,00;0,00;-743,03;96,46;-48,75;213,38;-32,20;0,00;-90,18;20,00;-153,47;264,55;-168,58;330,93;-69,80;34,50;-119,50;252,45;-2,45
01.11.2023 19:15;01.11.2023 19:30;-673,98;114,25;-547,50;0,00;-25,00;0,00;-743,03;96,46;-48,75;213,38;-32,20;0,00;-90,18;20,00;-153,47;264,55;-168,58;330,93;-69,80;34,50;-119,50;256,98;-7,03
01.11.2023 19:30;01.11.2023 19:45;-680,96;114,25;-547,50;0,00;-25,00;0,00;-743,03;96,46;-48,75;213,38;-32,20;0,00;-90,18;20,00;-153,47;264,55;-168,58;330,93;-69,80;34,50;-119,50;255,08;-12,10
01.11.2023 19:45;01.11.2023 20:00;-692,56;114,25;-547,50;0,00;-25,00;0,00;-743,03;96,46;-48,75;213,38;-32,20;0,00;-90,18;20,00;-153,47;264,55;-168,58;330,93;-69,80;34,50;-119,50;255,15;-23,78
01.11.2023 20:00;01.11.2023 20:15;-575,13;173,50;-467,50;6,20;-30,43;0,00;-1.110,01;92,59;-62,19;232,95;-115,60;0,00;-3,75;36,50;-97,96;281,85;-48,23;414,73;-121,81;184,25;-119,50;292,50;-113,23
01.11.2023 20:15;01.11.2023 20:30;-569,95;173,50;-467,50;6,20;-30,43;0,00;-1.110,01;92,59;-62,19;232,95;-115,60;0,00;-3,75;36,50;-97,96;281,85;-48,23;414,73;-121,81;184,25;-119,50;290,20;-105,75
01.11.2023 20:30;01.11.2023 20:45;-577,88;173,50;-467,50;6,20;-30,43;0,00;-1.110,01;92,59;-62,19;232,95;-115,60;0,00;-3,75;36,50;-97,96;281,85;-48,23;414,73;-121,81;184,25;-119,50;291,85;-115,33
01.11.2023 20:45;01.11.2023 21:00;-598,50;173,50;-467,50;6,20;-30,43;0,00;-1.110,01;92,59;-62,19;232,95;-115,60;0,00;-3,75;36,50;-97,96;281,85;-48,23;414,73;-121,81;184,25;-119,50;291,18;-135,28
01.11.2023 21:00;01.11.2023 21:15;-112,00;250,50;-249,25;6,55;-41,68;0,00;-906,38;200,51;-193,06;162,05;-146,58;0,00;-153,75;20,71;-2,60;209,53;-25,58;389,15;-96,56;337,00;-122,00;278,40;-28,98
01.11.2023 21:15;01.11.2023 21:30;-116,50;250,50;-249,25;6,55;-41,68;0,00;-906,38;200,51;-193,06;162,05;-146,58;0,00;-153,75;20,71;-2,60;209,53;-25,58;389,15;-96,56;337,00;-122,00;274,70;-29,78
01.11.2023 21:30;01.11.2023 21:45;-129,45;250,50;-249,25;6,55;-41,68;0,00;-906,38;200,51;-193,06;162,05;-146,58;0,00;-153,75;20,71;-2,60;209,53;-25,58;389,15;-96,56;337,00;-122,00;267,73;-35,75
01.11.2023 21:45;01.11.2023 22:00;-138,70;250,50;-249,25;6,55;-41,68;0,00;-906,38;200,51;-193,06;162,05;-146,58;0,00;-153,75;20,71;-2,60;209,53;-25,58;389,15;-96,56;337,00;-122,00;267,83;-45,10
01.11.2023 22:00;01.11.2023 22:15;-196,17;153,00;-183,75;0,00;-36,00;0,00;-792,96;62,19;-71,81;74,98;-74,73;0,00;-153,75;30,51;-9,46;156,43;-77,18;386,15;-174,78;372,25;-76,75;296,63;-77,13
01.11.2023 22:15;01.11.2023 22:30;-185,52;153,00;-183,75;0,00;-36,00;0,00;-792,96;62,19;-71,81;74,98;-74,73;0,00;-153,75;30,51;-9,46;156,43;-77,18;386,15;-174,78;372,25;-76,75;299,30;-69,15
01.11.2023 22:30;01.11.2023 22:45;-197,75;153,00;-183,75;0,00;-36,00;0,00;-792,96;62,19;-71,81;74,98;-74,73;0,00;-153,75;30,51;-9,46;156,43;-77,18;386,15;-174,78;372,25;-76,75;292,55;-74,63
01.11.2023 22:45;01.11.2023 23:00;-233,90;153,00;-183,75;0,00;-36,00;0,00;-792,96;62,19;-71,81;74,98;-74,73;0,00;-153,75;30,51;-9,46;156,43;-77,18;386,15;-174,78;372,25;-76,75;292,30;-110,53
01.11.2023 23:00;01.11.2023 23:15;266,24;325,00;-42,75;0,00;-36,75;0,00;-687,73;74,60;-30,50;92,10;-61,65;0,00;-153,75;28,25;-15,18;128,90;-29,45;376,13;-149,36;350,00;0,00;289,68;-191,30
01.11.2023 23:15;01.11.2023 23:30;250,71;325,00;-42,75;0,00;-36,75;0,00;-687,73;74,60;-30,50;92,10;-61,65;0,00;-153,75;28,25;-15,18;128,90;-29,45;376,13;-149,36;350,00;0,00;283,95;-201,10
01.11.2023 23:30;01.11.2023 23:45;232,84;325,00;-42,75;0,00;-36,75;0,00;-687,73;74,60;-30,50;92,10;-61,65;0,00;-153,75;28,25;-15,18;128,90;-29,45;376,13;-149,36;350,00;0,00;277,88;-212,90
01.11.2023 23:45;02.11.2023 00:00;213,54;325,00;-42,75;0,00;-36,75;0,00;-687,73;74,60;-30,50;92,10;-61,65;0,00;-153,75;28,25;-15,18;128,90;-29,45;376,13;-149,36;350,00;0,00;276,90;-231,23
02.11.2023 00:00;02.11.2023 00:15;1,11;325,00;0,00;95,70;-31,75;0,00;-1.074,29;7,38;-135,03;188,05;-32,48;0,00;-153,75;42,75;-79,26;228,43;-3,25;510,64;0,00;350,00;0,00;3,13;-240,15
02.11.2023 00:15;02.11.2023 00:30;-8,34;325,00;0,00;95,70;-31,75;0,00;-1.074,29;7,38;-135,03;188,05;-32,48;0,00;-153,75;42,75;-79,26;228,43;-3,25;510,64;0,00;350,00;0,00;2,28;-248,75
02.11.2023 00:30;02.11.2023 00:45;-11,34;325,00;0,00;95,70;-31,75;0,00;-1.074,29;7,38;-135,03;188,05;-32,48;0,00;-153,75;42,75;-79,26;228,43;-3,25;510,64;0,00;350,00;0,00;0,53;-250,00
02.11.2023 00:45;02.11.2023 01:00;-11,86;325,00;0,00;95,70;-31,75;0,00;-1.074,29;7,38;-135,03;188,05;-32,48;0,00;-153,75;42,75;-79,26;228,43;-3,25;510,64;0,00;350,00;0,00;0,00;-250,00
02.11.2023 01:00;02.11.2023 01:15;-15,47;417,00;0,00;83,23;-15,73;0,00;-1.161,96;21,69;-256,11;150,15;-7,78;0,00;-3,75;57,29;0,00;183,93;-2,10;399,63;0,00;350,00;0,00;13,58;-244,53
02.11.2023 01:15;02.11.2023 01:30;-26,12;417,00;0,00;83,23;-15,73;0,00;-1.161,96;21,69;-256,11;150,15;-7,78;0,00;-3,75;57,29;0,00;183,93;-2,10;399,63;0,00;350,00;0,00;8,08;-249,68
02.11.2023 01:30;02.11.2023 01:45;-31,39;417,00;0,00;83,23;-15,73;0,00;-1.161,96;21,69;-256,11;150,15;-7,78;0,00;-3,75;57,29;0,00;183,93;-2,10;399,63;0,00;350,00;0,00;3,65;-250,53
02.11.2023 01:45;02.11.2023 02:00;-34,02;417,00;0,00;83,23;-15,73;0,00;-1.161,96;21,69;-256,11;150,15;-7,78;0,00;-3,75;57,29;0,00;183,93;-2,10;399,63;0,00;350,00;0,00;2,23;-251,73
02.11.2023 02:00;02.11.2023 02:15;-86,97;535,00;0,00;73,50;0,00;0,00;-1.125,69;3,88;-374,88;120,75;-14,35;0,00;0,00;86,58;0,00;145,00;-9,35;359,72;0,00;350,00;0,00;2,85;-239,98
02.11.2023 02:15;02.11.2023 02:30;-91,17;535,00;0,00;73,50;0,00;0,00;-1.125,69;3,88;-374,88;120,75;-14,35;0,00;0,00;86,58;0,00;145,00;-9,35;359,72;0,00;350,00;0,00;1,18;-242,50
