"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"01/05/2024 23:15:00 - 01/05/2024 23:30:00","Germany (DE)","42686.18","40623.60"
"01/05/2024 23:30:00 - 01/05/2024 23:45:00","Germany (DE)","42157.97","39900.32"
"01/05/2024 23:45:00 - 02/05/2024 00:00:00","Germany (DE)","41916.16","39134.68"
"02/05/2024 00:00:00 - 02/05/2024 00:15:00","Germany (DE)","43524.47","40019.03"
"02/05/2024 00:15:00 - 02/05/2024 00:30:00","Germany (DE)","43226.69","39789.96"
"02/05/2024 00:30:00 - 02/05/2024 00:45:00","Germany (DE)","43057.61","39380.79"
"02/05/2024 00:45:00 - 02/05/2024 01:00:00","Germany (DE)","42670.92","38943.68"
"02/05/2024 01:00:00 - 02/05/2024 01:15:00","Germany (DE)","42038.26","38600.34"
"02/05/2024 01:15:00 - 02/05/2024 01:30:00","Germany (DE)","41854.12","38319.96"
"02/05/2024 01:30:00 - 02/05/2024 01:45:00","Germany (DE)","41940.16","37812.02"
"02/05/2024 01:45:00 - 02/05/2024 02:00:00","Germany (DE)","41585.96","38024.59"
"02/05/2024 02:00:00 - 02/05/2024 02:15:00","Germany (DE)","41566.16","37640.79"
"02/05/2024 02:15:00 - 02/05/2024 02:30:00","Germany (DE)","41095.89","37435.75"
"02/05/2024 02:30:00 - 02/05/2024 02:45:00","Germany (DE)","41143.71","37374.14"
"02/05/2024 02:45:00 - 02/05/2024 03:00:00","Germany (DE)","41209.53","37438.94"
"02/05/2024 03:00:00 - 02/05/2024 03:15:00","Germany (DE)","41402.40","37650.52"
"02/05/2024 03:15:00 - 02/05/2024 03:30:00","Germany (DE)","41536.37","37739.41"
"02/05/2024 03:30:00 - 02/05/2024 03:45:00","Germany (DE)","41767.77","37688.75"
"02/05/2024 03:45:00 - 02/05/2024 04:00:00","Germany (DE)","41823.59","37956.22"
"02/05/2024 04:00:00 - 02/05/2024 04:15:00","Germany (DE)","42317.64","38655.07"
"02/05/2024 04:15:00 - 02/05/2024 04:30:00","Germany (DE)","42934.03","39191.44"
"02/05/2024 04:30:00 - 02/05/2024 04:45:00","Germany (DE)","43307.81","39313.95"
"02/05/2024 04:45:00 - 02/05/2024 05:00:00","Germany (DE)","43824.26","39868.29"
"02/05/2024 05:00:00 - 02/05/2024 05:15:00","Germany (DE)","45306.88","41124.56"
"02/05/2024 05:15:00 - 02/05/2024 05:30:00","Germany (DE)","45957.93","42330.33"
"02/05/2024 05:30:00 - 02/05/2024 05:45:00","Germany (DE)","47330.78","43356.94"
"02/05/2024 05:45:00 - 02/05/2024 06:00:00","Germany (DE)","48800.08","44791.86"
"02/05/2024 06:00:00 - 02/05/2024 06:15:00","Germany (DE)","50934.51","47876.42"
"02/05/2024 06:15:00 - 02/05/2024 06:30:00","Germany (DE)","52853.89","49863.09"
"02/05/2024 06:30:00 - 02/05/2024 06:45:00","Germany (DE)","54322.60","51672.16"
"02/05/2024 06:45:00 - 02/05/2024 07:00:00","Germany (DE)","55835.21","53001.57"
"02/05/2024 07:00:00 - 02/05/2024 07:15:00","Germany (DE)","56875.62","54177.74"
"02/05/2024 07:15:00 - 02/05/2024 07:30:00","Germany (DE)","58006.16","55199.56"
"02/05/2024 07:30:00 - 02/05/2024 07:45:00","Germany (DE)","58808.29","56325.97"
"02/05/2024 07:45:00 - 02/05/2024 08:00:00","Germany (DE)","59573.69","57250.09"
"02/05/2024 08:00:00 - 02/05/2024 08:15:00","Germany (DE)","60312.36","57826.34"
"02/05/2024 08:15:00 - 02/05/2024 08:30:00","Germany (DE)","60987.66","58676.91"
"02/05/2024 08:30:00 - 02/05/2024 08:45:00","Germany (DE)","61372.12","59213.57"
"02/05/2024 08:45:00 - 02/05/2024 09:00:00","Germany (DE)","61375.08","59993.14"
"02/05/2024 09:00:00 - 02/05/2024 09:15:00","Germany (DE)","61208.55","59352.21"
"02/05/2024 09:15:00 - 02/05/2024 09:30:00","Germany (DE)","61359.36","59785.12"
"02/05/2024 09:30:00 - 02/05/2024 09:45:00","Germany (DE)","61718.59","60554.25"
"02/05/2024 09:45:00 - 02/05/2024 10:00:00","Germany (DE)","61699.80","61006.13"
"02/05/2024 10:00:00 - 02/05/2024 10:15:00","Germany (DE)","61560.98","60767.37"
"02/05/2024 10:15:00 - 02/05/2024 10:30:00","Germany (DE)","61517.53","60951.35"
"02/05/2024 10:30:00 - 02/05/2024 10:45:00","Germany (DE)","61533.83","61464.29"
"02/05/2024 10:45:00 - 02/05/2024 11:00:00","Germany (DE)","62053.25","61636.20"
"02/05/2024 11:00:00 - 02/05/2024 11:15:00","Germany (DE)","62365.99","60574.66"
"02/05/2024 11:15:00 - 02/05/2024 11:30:00","Germany (DE)","62562.24","60399.89"
"02/05/2024 11:30:00 - 02/05/2024 11:45:00","Germany (DE)","62578.53","60576.20"
"02/05/2024 11:45:00 - 02/05/2024 12:00:00","Germany (DE)","62742.21","60700.16"
"02/05/2024 12:00:00 - 02/05/2024 12:15:00","Germany (DE)","62392.31","59335.02"
"02/05/2024 12:15:00 - 02/05/2024 12:30:00","Germany (DE)","62141.71","58496.72"
"02/05/2024 12:30:00 - 02/05/2024 12:45:00","Germany (DE)","61989.83","59045.02"
"02/05/2024 12:45:00 - 02/05/2024 13:00:00","Germany (DE)","61635.40","59381.86"
"02/05/2024 13:00:00 - 02/05/2024 13:15:00","Germany (DE)","61102.14","59146.51"
"02/05/2024 13:15:00 - 02/05/2024 13:30:00","Germany (DE)","60836.19","57792.72"
"02/05/2024 13:30:00 - 02/05/2024 13:45:00","Germany (DE)","60133.68","57353.06"
"02/05/2024 13:45:00 - 02/05/2024 14:00:00","Germany (DE)","59420.51","57067.97"
"02/05/2024 14:00:00 - 02/05/2024 14:15:00","Germany (DE)","59069.70","57131.44"
"02/05/2024 14:15:00 - 02/05/2024 14:30:00","Germany (DE)","58916.58","57379.75"
"02/05/2024 14:30:00 - 02/05/2024 14:45:00","Germany (DE)","58567.75","57082.21"
"02/05/2024 14:45:00 - 02/05/2024 15:00:00","Germany (DE)","58540.49","56835.37"
"02/05/2024 15:00:00 - 02/05/2024 15:15:00","Germany (DE)","58254.08","56381.68"
"02/05/2024 15:15:00 - 02/05/2024 15:30:00","Germany (DE)","57777.77","56267.18"
"02/05/2024 15:30:00 - 02/05/2024 15:45:00","Germany (DE)","57432.77","56252.75"
"02/05/2024 15:45:00 - 02/05/2024 16:00:00","Germany (DE)","57067.28","56463.77"
"02/05/2024 16:00:00 - 02/05/2024 16:15:00","Germany (DE)","56972.69","57080.94"
"02/05/2024 16:15:00 - 02/05/2024 16:30:00","Germany (DE)","56659.50","57136.84"
"02/05/2024 16:30:00 - 02/05/2024 16:45:00","Germany (DE)","56498.44","56496.50"
"02/05/2024 16:45:00 - 02/05/2024 17:00:00","Germany (DE)","56453.22","56207.82"
"02/05/2024 17:00:00 - 02/05/2024 17:15:00","Germany (DE)","56679.03","57311.63"
"02/05/2024 17:15:00 - 02/05/2024 17:30:00","Germany (DE)","56532.29","57747.90"
"02/05/2024 17:30:00 - 02/05/2024 17:45:00","Germany (DE)","56757.32","57772.62"
"02/05/2024 17:45:00 - 02/05/2024 18:00:00","Germany (DE)","57257.58","57543.27"
"02/05/2024 18:00:00 - 02/05/2024 18:15:00","Germany (DE)","57403.34","58415.66"
"02/05/2024 18:15:00 - 02/05/2024 18:30:00","Germany (DE)","57304.35","58074.65"
"02/05/2024 18:30:00 - 02/05/2024 18:45:00","Germany (DE)","57397.60","58146.31"
"02/05/2024 18:45:00 - 02/05/2024 19:00:00","Germany (DE)","57345.50","58560.09"
"02/05/2024 19:00:00 - 02/05/2024 19:15:00","Germany (DE)","57434.62","58437.74"
"02/05/2024 19:15:00 - 02/05/2024 19:30:00","Germany (DE)","57124.50","58171.82"
"02/05/2024 19:30:00 - 02/05/2024 19:45:00","Germany (DE)","57108.55","57893.96"
"02/05/2024 19:45:00 - 02/05/2024 20:00:00","Germany (DE)","56828.12","57116.11"
"02/05/2024 20:00:00 - 02/05/2024 20:15:00","Germany (DE)","56327.06","56357.32"
"02/05/2024 20:15:00 - 02/05/2024 20:30:00","Germany (DE)","55949.13","55499.74"
"02/05/2024 20:30:00 - 02/05/2024 20:45:00","Germany (DE)","55718.30","55037.45"
"02/05/2024 20:45:00 - 02/05/2024 21:00:00","Germany (DE)","55344.45","54930.34"
"02/05/2024 21:00:00 - 02/05/2024 21:15:00","Germany (DE)","54400.50","54927.52"
"02/05/2024 21:15:00 - 02/05/2024 21:30:00","Germany (DE)","54214.88","54322.40"
"02/05/2024 21:30:00 - 02/05/2024 21:45:00","Germany (DE)","53267.08","53230.80"
"02/05/2024 21:45:00 - 02/05/2024 22:00:00","Germany (DE)","52526.41","52490.15"
"02/05/2024 22:00:00 - 02/05/2024 22:15:00","Germany (DE)","51766.90","51396.78"
"02/05/2024 22:15:00 - 02/05/2024 22:30:00","Germany (DE)","51297.04","50384.69"
"02/05/2024 22:30:00 - 02/05/2024 22:45:00","Germany (DE)","50075.06","49263.02"
"02/05/2024 22:45:00 - 02/05/2024 23:00:00","Germany (DE)","49245.67","48214.93"
"02/05/2024 23:00:00 - 02/05/2024 23:15:00","Germany (DE)","47800.46","47064.07"
"02/05/2024 23:15:00 - 02/05/2024 23:30:00","Germany (DE)","47188.04","46369.45"
"02/05/2024 23:30:00 - 02/05/2024 23:45:00","Germany (DE)","46241.28","45773.87"
"02/05/2024 23:45:00 - 03/05/2024 00:00:00","Germany (DE)","45408.22","45074.40"
"03/05/2024 00:00:00 - 03/05/2024 00:15:00","Germany (DE)","46702.50","45058.32"
"03/05/2024 00:15:00 - 03/05/2024 00:30:00","Germany (DE)","46252.03","44403.57"
"03/05/2024 00:30:00 - 03/05/2024 00:45:00","Germany (DE)","45853.84","44767.92"
"03/05/2024 00:45:00 - 03/05/2024 01:00:00","Germany (DE)","45367.13","44549.93"
"03/05/2024 01:00:00 - 03/05/2024 01:15:00","Germany (DE)","44761.15","44218.36"
"03/05/2024 01:15:00 - 03/05/2024 01:30:00","Germany (DE)","44563.85","44147.25"
"03/05/2024 01:30:00 - 03/05/2024 01:45:00","Germany (DE)","44478.63","43423.25"
"03/05/2024 01:45:00 - 03/05/2024 02:00:00","Germany (DE)","44018.91","43148.40"
"03/05/2024 02:00:00 - 03/05/2024 02:15:00","Germany (DE)","44037.33","42814.64"
"03/05/2024 02:15:00 - 03/05/2024 02:30:00","Germany (DE)","43454.54","42277.00"
"03/05/2024 02:30:00 - 03/05/2024 02:45:00","Germany (DE)","43482.76","42244.05"
"03/05/2024 02:45:00 - 03/05/2024 03:00:00","Germany (DE)","43607.81","41828.08"
"03/05/2024 03:00:00 - 03/05/2024 03:15:00","Germany (DE)","43745.43","42029.50"
"03/05/2024 03:15:00 - 03/05/2024 03:30:00","Germany (DE)","43897.63","42071.93"
"03/05/2024 03:30:00 - 03/05/2024 03:45:00","Germany (DE)","44159.74","42532.24"
"03/05/2024 03:45:00 - 03/05/2024 04:00:00","Germany (DE)","44359.31","42868.29"
"03/05/2024 04:00:00 - 03/05/2024 04:15:00","Germany (DE)","44597.61","43164.41"
"03/05/2024 04:15:00 - 03/05/2024 04:30:00","Germany (DE)","45361.25","43388.29"
"03/05/2024 04:30:00 - 03/05/2024 04:45:00","Germany (DE)","45721.32","43540.02"
"03/05/2024 04:45:00 - 03/05/2024 05:00:00","Germany (DE)","46062.26","43800.81"
"03/05/2024 05:00:00 - 03/05/2024 05:15:00","Germany (DE)","47400.81","44981.82"
"03/05/2024 05:15:00 - 03/05/2024 05:30:00","Germany (DE)","48188.33","45499.59"
"03/05/2024 05:30:00 - 03/05/2024 05:45:00","Germany (DE)","49316.44","46216.25"
"03/05/2024 05:45:00 - 03/05/2024 06:00:00","Germany (DE)","50783.19","47517.92"
"03/05/2024 06:00:00 - 03/05/2024 06:15:00","Germany (DE)","52950.64","49988.53"
"03/05/2024 06:15:00 - 03/05/2024 06:30:00","Germany (DE)","54761.96","51822.27"
"03/05/2024 06:30:00 - 03/05/2024 06:45:00","Germany (DE)","56306.02","52718.95"
"03/05/2024 06:45:00 - 03/05/2024 07:00:00","Germany (DE)","57669.19","54243.38"
"03/05/2024 07:00:00 - 03/05/2024 07:15:00","Germany (DE)","58767.60","55698.19"
"03/05/2024 07:15:00 - 03/05/2024 07:30:00","Germany (DE)","59862.62","56730.13"
"03/05/2024 07:30:00 - 03/05/2024 07:45:00","Germany (DE)","60761.36","57706.57"
"03/05/2024 07:45:00 - 03/05/2024 08:00:00","Germany (DE)","61571.98","58442.13"
"03/05/2024 08:00:00 - 03/05/2024 08:15:00","Germany (DE)","62397.79","59154.74"
"03/05/2024 08:15:00 - 03/05/2024 08:30:00","Germany (DE)","62904.20","60024.20"
"03/05/2024 08:30:00 - 03/05/2024 08:45:00","Germany (DE)","63266.16","60651.01"
"03/05/2024 08:45:00 - 03/05/2024 09:00:00","Germany (DE)","63338.63","61182.37"
"03/05/2024 09:00:00 - 03/05/2024 09:15:00","Germany (DE)","63093.01","60998.43"
"03/05/2024 09:15:00 - 03/05/2024 09:30:00","Germany (DE)","63200.32","61224.46"
"03/05/2024 09:30:00 - 03/05/2024 09:45:00","Germany (DE)","63644.61","61579.22"
"03/05/2024 09:45:00 - 03/05/2024 10:00:00","Germany (DE)","63487.61","61988.02"
"03/05/2024 10:00:00 - 03/05/2024 10:15:00","Germany (DE)","63294.72","61516.52"
"03/05/2024 10:15:00 - 03/05/2024 10:30:00","Germany (DE)","63193.54","62220.14"
"03/05/2024 10:30:00 - 03/05/2024 10:45:00","Germany (DE)","63145.94","62560.17"
"03/05/2024 10:45:00 - 03/05/2024 11:00:00","Germany (DE)","63393.20","62483.61"
"03/05/2024 11:00:00 - 03/05/2024 11:15:00","Germany (DE)","63457.39","62527.33"
"03/05/2024 11:15:00 - 03/05/2024 11:30:00","Germany (DE)","63353.44","62793.10"
"03/05/2024 11:30:00 - 03/05/2024 11:45:00","Germany (DE)","63371.71","63228.83"
"03/05/2024 11:45:00 - 03/05/2024 12:00:00","Germany (DE)","63436.28","63147.02"
"03/05/2024 12:00:00 - 03/05/2024 12:15:00","Germany (DE)","63089.47","63144.43"
"03/05/2024 12:15:00 - 03/05/2024 12:30:00","Germany (DE)","63005.65","63166.22"
"03/05/2024 12:30:00 - 03/05/2024 12:45:00","Germany (DE)","62770.56","62981.91"
"03/05/2024 12:45:00 - 03/05/2024 13:00:00","Germany (DE)","62406.86","62454.97"
"03/05/2024 13:00:00 - 03/05/2024 13:15:00","Germany (DE)","61876.43","62445.97"
"03/05/2024 13:15:00 - 03/05/2024 13:30:00","Germany (DE)","61625.80","61835.58"
"03/05/2024 13:30:00 - 03/05/2024 13:45:00","Germany (DE)","61044.14","61252.51"
"03/05/2024 13:45:00 - 03/05/2024 14:00:00","Germany (DE)","60296.25","60230.62"
"03/05/2024 14:00:00 - 03/05/2024 14:15:00","Germany (DE)","60005.57","59873.79"
"03/05/2024 14:15:00 - 03/05/2024 14:30:00","Germany (DE)","59807.25","59161.21"
"03/05/2024 14:30:00 - 03/05/2024 14:45:00","Germany (DE)","59211.39","58728.70"
"03/05/2024 14:45:00 - 03/05/2024 15:00:00","Germany (DE)","59152.80","58505.72"
"03/05/2024 15:00:00 - 03/05/2024 15:15:00","Germany (DE)","59019.39","58625.02"
"03/05/2024 15:15:00 - 03/05/2024 15:30:00","Germany (DE)","58542.87","58281.12"
"03/05/2024 15:30:00 - 03/05/2024 15:45:00","Germany (DE)","57943.20","57934.63"
"03/05/2024 15:45:00 - 03/05/2024 16:00:00","Germany (DE)","57662.57","57820.40"
"03/05/2024 16:00:00 - 03/05/2024 16:15:00","Germany (DE)","57390.68","58008.29"
"03/05/2024 16:15:00 - 03/05/2024 16:30:00","Germany (DE)","57090.87","57570.04"
"03/05/2024 16:30:00 - 03/05/2024 16:45:00","Germany (DE)","57230.59","56988.31"
"03/05/2024 16:45:00 - 03/05/2024 17:00:00","Germany (DE)","57159.37","56657.57"
"03/05/2024 17:00:00 - 03/05/2024 17:15:00","Germany (DE)","57361.97","57447.44"
"03/05/2024 17:15:00 - 03/05/2024 17:30:00","Germany (DE)","57218.80","57129.78"
"03/05/2024 17:30:00 - 03/05/2024 17:45:00","Germany (DE)","57430.39","57320.27"
"03/05/2024 17:45:00 - 03/05/2024 18:00:00","Germany (DE)","57936.21","57566.71"
"03/05/2024 18:00:00 - 03/05/2024 18:15:00","Germany (DE)","57995.11","57489.38"
"03/05/2024 18:15:00 - 03/05/2024 18:30:00","Germany (DE)","57771.94","57397.61"
"03/05/2024 18:30:00 - 03/05/2024 18:45:00","Germany (DE)","57684.45","57070.46"
"03/05/2024 18:45:00 - 03/05/2024 19:00:00","Germany (DE)","57610.82","57331.73"
"03/05/2024 19:00:00 - 03/05/2024 19:15:00","Germany (DE)","57473.31","57103.86"
"03/05/2024 19:15:00 - 03/05/2024 19:30:00","Germany (DE)","57186.14","56214.71"
"03/05/2024 19:30:00 - 03/05/2024 19:45:00","Germany (DE)","57228.09","55950.78"
"03/05/2024 19:45:00 - 03/05/2024 20:00:00","Germany (DE)","56792.77","55445.76"
"03/05/2024 20:00:00 - 03/05/2024 20:15:00","Germany (DE)","56136.24","54964.17"
"03/05/2024 20:15:00 - 03/05/2024 20:30:00","Germany (DE)","55671.03","54304.48"
"03/05/2024 20:30:00 - 03/05/2024 20:45:00","Germany (DE)","55387.39","53603.08"
"03/05/2024 20:45:00 - 03/05/2024 21:00:00","Germany (DE)","54984.70","53134.73"
"03/05/2024 21:00:00 - 03/05/2024 21:15:00","Germany (DE)","54157.45","52816.94"
"03/05/2024 21:15:00 - 03/05/2024 21:30:00","Germany (DE)","53929.63","52357.76"
"03/05/2024 21:30:00 - 03/05/2024 21:45:00","Germany (DE)","52995.80","51351.30"
"03/05/2024 21:45:00 - 03/05/2024 22:00:00","Germany (DE)","52306.52","50365.47"
"03/05/2024 22:00:00 - 03/05/2024 22:15:00","Germany (DE)","51561.96","49662.63"
"03/05/2024 22:15:00 - 03/05/2024 22:30:00","Germany (DE)","51051.20","49015.18"
"03/05/2024 22:30:00 - 03/05/2024 22:45:00","Germany (DE)","49960.86","47787.79"
"03/05/2024 22:45:00 - 03/05/2024 23:00:00","Germany (DE)","49163.00","46842.89"
"03/05/2024 23:00:00 - 03/05/2024 23:15:00","Germany (DE)","47853.23","46136.79"
"03/05/2024 23:15:00 - 03/05/2024 23:30:00","Germany (DE)","47189.11","45377.47"
"03/05/2024 23:30:00 - 03/05/2024 23:45:00","Germany (DE)","46311.41","44535.61"
"03/05/2024 23:45:00 - 04/05/2024 00:00:00","Germany (DE)","45535.92","43704.91"
"04/05/2024 00:00:00 - 04/05/2024 00:15:00","Germany (DE)","43720.07","42684.03"
"04/05/2024 00:15:00 - 04/05/2024 00:30:00","Germany (DE)","43571.65","42375.20"
"04/05/2024 00:30:00 - 04/05/2024 00:45:00","Germany (DE)","42902.78","42039.79"
"04/05/2024 00:45:00 - 04/05/2024 01:00:00","Germany (DE)","42845.28","41518.74"
"04/05/2024 01:00:00 - 04/05/2024 01:15:00","Germany (DE)","41728.47","41030.28"
"04/05/2024 01:15:00 - 04/05/2024 01:30:00","Germany (DE)","41598.73","40628.42"
"04/05/2024 01:30:00 - 04/05/2024 01:45:00","Germany (DE)","41454.86","40272.52"
"04/05/2024 01:45:00 - 04/05/2024 02:00:00","Germany (DE)","40657.15","39314.70"
"04/05/2024 02:00:00 - 04/05/2024 02:15:00","Germany (DE)","40448.92","38948.75"
"04/05/2024 02:15:00 - 04/05/2024 02:30:00","Germany (DE)","40006.44","38571.35"
"04/05/2024 02:30:00 - 04/05/2024 02:45:00","Germany (DE)","39765.16","38429.61"
"04/05/2024 02:45:00 - 04/05/2024 03:00:00","Germany (DE)","39886.37","38648.88"
"04/05/2024 03:00:00 - 04/05/2024 03:15:00","Germany (DE)","39547.14","38832.85"
"04/05/2024 03:15:00 - 04/05/2024 03:30:00","Germany (DE)","39504.41","38678.53"
"04/05/2024 03:30:00 - 04/05/2024 03:45:00","Germany (DE)","39638.32","38626.35"
"04/05/2024 03:45:00 - 04/05/2024 04:00:00","Germany (DE)","39541.05","38604.59"
"04/05/2024 04:00:00 - 04/05/2024 04:15:00","Germany (DE)","39694.68","38794.15"
"04/05/2024 04:15:00 - 04/05/2024 04:30:00","Germany (DE)","39674.33","39068.23"
"04/05/2024 04:30:00 - 04/05/2024 04:45:00","Germany (DE)","39718.61","39071.95"
"04/05/2024 04:45:00 - 04/05/2024 05:00:00","Germany (DE)","39806.79","39141.55"
"04/05/2024 05:00:00 - 04/05/2024 05:15:00","Germany (DE)","40321.71","39451.52"
"04/05/2024 05:15:00 - 04/05/2024 05:30:00","Germany (DE)","40334.74","39666.45"
"04/05/2024 05:30:00 - 04/05/2024 05:45:00","Germany (DE)","40551.01","39740.13"
"04/05/2024 05:45:00 - 04/05/2024 06:00:00","Germany (DE)","40858.48","39755.07"
"04/05/2024 06:00:00 - 04/05/2024 06:15:00","Germany (DE)","41025.61","40216.33"
"04/05/2024 06:15:00 - 04/05/2024 06:30:00","Germany (DE)","41209.42","40636.41"
"04/05/2024 06:30:00 - 04/05/2024 06:45:00","Germany (DE)","41320.07","41032.21"
"04/05/2024 06:45:00 - 04/05/2024 07:00:00","Germany (DE)","41932.76","41453.44"
"04/05/2024 07:00:00 - 04/05/2024 07:15:00","Germany (DE)","42671.51","42264.27"
"04/05/2024 07:15:00 - 04/05/2024 07:30:00","Germany (DE)","43559.99","43076.34"
"04/05/2024 07:30:00 - 04/05/2024 07:45:00","Germany (DE)","44371.28","44267.14"
"04/05/2024 07:45:00 - 04/05/2024 08:00:00","Germany (DE)","44831.08","45209.48"
"04/05/2024 08:00:00 - 04/05/2024 08:15:00","Germany (DE)","45831.78","45695.75"
"04/05/2024 08:15:00 - 04/05/2024 08:30:00","Germany (DE)","46537.86","46484.66"
"04/05/2024 08:30:00 - 04/05/2024 08:45:00","Germany (DE)","47516.61","47309.77"
"04/05/2024 08:45:00 - 04/05/2024 09:00:00","Germany (DE)","48136.43","47808.99"
"04/05/2024 09:00:00 - 04/05/2024 09:15:00","Germany (DE)","48776.92","48532.41"
"04/05/2024 09:15:00 - 04/05/2024 09:30:00","Germany (DE)","49070.53","48683.33"
"04/05/2024 09:30:00 - 04/05/2024 09:45:00","Germany (DE)","49804.02","49861.20"
"04/05/2024 09:45:00 - 04/05/2024 10:00:00","Germany (DE)","50135.12","50095.26"
"04/05/2024 10:00:00 - 04/05/2024 10:15:00","Germany (DE)","50403.96","49902.35"
"04/05/2024 10:15:00 - 04/05/2024 10:30:00","Germany (DE)","50659.34","49994.80"
"04/05/2024 10:30:00 - 04/05/2024 10:45:00","Germany (DE)","51098.75","50062.15"
"04/05/2024 10:45:00 - 04/05/2024 11:00:00","Germany (DE)","51065.85","50064.98"
"04/05/2024 11:00:00 - 04/05/2024 11:15:00","Germany (DE)","50710.29","49861.83"
"04/05/2024 11:15:00 - 04/05/2024 11:30:00","Germany (DE)","50873.93","50162.60"
"04/05/2024 11:30:00 - 04/05/2024 11:45:00","Germany (DE)","51227.15","50470.06"
"04/05/2024 11:45:00 - 04/05/2024 12:00:00","Germany (DE)","51301.63","50465.26"
"04/05/2024 12:00:00 - 04/05/2024 12:15:00","Germany (DE)","51011.87","50659.57"
"04/05/2024 12:15:00 - 04/05/2024 12:30:00","Germany (DE)","50667.65","50654.04"
"04/05/2024 12:30:00 - 04/05/2024 12:45:00","Germany (DE)","50548.04","50038.80"
"04/05/2024 12:45:00 - 04/05/2024 13:00:00","Germany (DE)","50071.74","49700.21"
"04/05/2024 13:00:00 - 04/05/2024 13:15:00","Germany (DE)","49618.53","49193.54"
"04/05/2024 13:15:00 - 04/05/2024 13:30:00","Germany (DE)","49168.31","49150.68"
"04/05/2024 13:30:00 - 04/05/2024 13:45:00","Germany (DE)","48501.87","48388.70"
"04/05/2024 13:45:00 - 04/05/2024 14:00:00","Germany (DE)","48156.99","47762.06"
"04/05/2024 14:00:00 - 04/05/2024 14:15:00","Germany (DE)","47829.50","47487.88"
"04/05/2024 14:15:00 - 04/05/2024 14:30:00","Germany (DE)","47601.00","46805.93"
"04/05/2024 14:30:00 - 04/05/2024 14:45:00","Germany (DE)","46951.66","46815.90"
"04/05/2024 14:45:00 - 04/05/2024 15:00:00","Germany (DE)","47399.99","46185.97"
"04/05/2024 15:00:00 - 04/05/2024 15:15:00","Germany (DE)","47119.49","46772.55"
"04/05/2024 15:15:00 - 04/05/2024 15:30:00","Germany (DE)","47592.61","46692.05"
"04/05/2024 15:30:00 - 04/05/2024 15:45:00","Germany (DE)","47451.57","46498.92"
"04/05/2024 15:45:00 - 04/05/2024 16:00:00","Germany (DE)","47335.55","46177.05"
"04/05/2024 16:00:00 - 04/05/2024 16:15:00","Germany (DE)","47114.81","46394.23"
"04/05/2024 16:15:00 - 04/05/2024 16:30:00","Germany (DE)","46836.45","46189.66"
"04/05/2024 16:30:00 - 04/05/2024 16:45:00","Germany (DE)","47033.81","45736.01"
"04/05/2024 16:45:00 - 04/05/2024 17:00:00","Germany (DE)","46952.06","45616.56"
"04/05/2024 17:00:00 - 04/05/2024 17:15:00","Germany (DE)","47496.67","46443.63"
"04/05/2024 17:15:00 - 04/05/2024 17:30:00","Germany (DE)","47626.04","46454.75"
"04/05/2024 17:30:00 - 04/05/2024 17:45:00","Germany (DE)","47287.12","47000.18"
