STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       2115;2023072700;   10;   6.4; 260;eor
       2115;2023072701;   10;   6.9; 250;eor
       2115;2023072702;   10;   6.7; 240;eor
       2115;2023072703;   10;   6.1; 230;eor
       2115;2023072704;   10;   5.5; 230;eor
       2115;2023072705;   10;   5.5; 210;eor
       2115;2023072706;   10;   5.0; 210;eor
       2115;2023072707;   10;   4.1; 200;eor
       2115;2023072708;   10;   4.2; 190;eor
       2115;2023072709;   10;   4.7; 200;eor
       2115;2023072710;   10;   4.5; 190;eor
       2115;2023072711;   10;   4.2; 170;eor
       2115;2023072712;   10;   4.3; 170;eor
       2115;2023072713;   10;   4.1; 160;eor
       2115;2023072714;   10;   4.4; 150;eor
       2115;2023072715;   10;   4.9; 130;eor
       2115;2023072716;   10;   5.4; 130;eor
       2115;2023072717;   10;   4.0; 140;eor
       2115;2023072718;   10;   3.8; 140;eor
       2115;2023072719;   10;   4.4; 120;eor
       2115;2023072720;   10;   4.5; 110;eor
       2115;2023072721;   10;   3.8; 120;eor
       2115;2023072722;   10;   4.6; 110;eor
       2115;2023072723;   10;   5.4; 110;eor
       2115;2023072800;   10;   4.6; 110;eor
       2115;2023072801;   10;   3.7; 100;eor
       2115;2023072802;   10;   4.2;  90;eor
       2115;2023072803;   10;   5.0;  80;eor
       2115;2023072804;   10;   4.7;  90;eor
       2115;2023072805;   10;   4.0;  80;eor
       2115;2023072806;   10;   4.3;  90;eor
       2115;2023072807;   10;   4.1;  90;eor
       2115;2023072808;   10;   4.3; 100;eor
       2115;2023072809;   10;   3.8; 120;eor
       2115;2023072810;   10;   2.6; 140;eor
       2115;2023072811;   10;   2.1; 170;eor
       2115;2023072812;   10;   2.1; 180;eor
       2115;2023072813;   10;   2.8; 190;eor
       2115;2023072814;   10;   3.6; 230;eor
       2115;2023072815;   10;   4.9; 260;eor
       2115;2023072816;   10;   3.9; 280;eor
       2115;2023072817;   10;   3.5; 290;eor
       2115;2023072818;   10;   3.6; 280;eor
       2115;2023072819;   10;   3.6; 280;eor
       2115;2023072820;   10;   2.3; 280;eor
       2115;2023072821;   10;   1.8; 270;eor
       2115;2023072822;   10;   1.3; 190;eor
       2115;2023072823;   10;   2.2; 190;eor
       2115;2023072900;   10;   2.6; 180;eor
       2115;2023072901;   10;   3.3; 180;eor
       2115;2023072902;   10;   3.0; 190;eor
       2115;2023072903;   10;   2.9; 190;eor
       2115;2023072904;   10;   3.7; 190;eor
       2115;2023072905;   10;   4.9; 210;eor
       2115;2023072906;   10;   4.7; 220;eor
       2115;2023072907;   10;   5.2; 220;eor
       2115;2023072908;   10;   5.5; 220;eor
       2115;2023072909;   10;   5.8; 220;eor
       2115;2023072910;   10;   5.7; 230;eor
       2115;2023072911;   10;   5.7; 230;eor
       2115;2023072912;   10;   5.5; 240;eor
       2115;2023072913;   10;   6.0; 240;eor
       2115;2023072914;   10;   5.8; 250;eor
       2115;2023072915;   10;   5.7; 260;eor
       2115;2023072916;   10;   5.7; 260;eor
       2115;2023072917;   10;   5.7; 260;eor
       2115;2023072918;   10;   5.4; 260;eor
       2115;2023072919;   10;   4.5; 260;eor
       2115;2023072920;   10;   4.1; 260;eor
       2115;2023072921;   10;   3.2; 260;eor
       2115;2023072922;   10;   2.6; 240;eor
       2115;2023072923;   10;   2.7; 230;eor
       2115;2023073000;   10;   3.3; 210;eor
       2115;2023073001;   10;   3.9; 220;eor
       2115;2023073002;   10;   4.3; 220;eor
       2115;2023073003;   10;   5.3; 230;eor
       2115;2023073004;   10;   5.0; 230;eor
       2115;2023073005;   10;   5.8; 220;eor
       2115;2023073006;   10;   5.5; 220;eor
       2115;2023073007;   10;   6.3; 210;eor
       2115;2023073008;   10;   7.0; 220;eor
       2115;2023073009;   10;   7.8; 230;eor
       2115;2023073010;   10;   8.3; 230;eor
       2115;2023073011;   10;   7.9; 230;eor
       2115;2023073012;   10;   9.1; 240;eor
       2115;2023073013;   10;   8.7; 250;eor
       2115;2023073014;   10;   8.4; 260;eor
       2115;2023073015;   10;   9.0; 260;eor
       2115;2023073016;   10;   9.4; 260;eor
       2115;2023073017;   10;   9.4; 260;eor
       2115;2023073018;   10;   7.5; 260;eor
       2115;2023073019;   10;   7.2; 260;eor
       2115;2023073020;   10;   6.6; 260;eor
       2115;2023073021;   10;   6.1; 250;eor
       2115;2023073022;   10;   6.1; 240;eor
       2115;2023073023;   10;   7.4; 220;eor
       2115;2023073100;   10;   7.9; 220;eor
       2115;2023073101;   10;   6.7; 230;eor
       2115;2023073102;   10;   6.0; 220;eor
       2115;2023073103;   10;   6.4; 220;eor
       2115;2023073104;   10;   6.2; 230;eor
       2115;2023073105;   10;   5.1; 240;eor
       2115;2023073106;   10;   8.3; 220;eor
       2115;2023073107;   10;   8.4; 240;eor
       2115;2023073108;   10;   6.4; 250;eor
       2115;2023073109;   10;   4.7; 240;eor
       2115;2023073110;   10;   5.2; 220;eor
       2115;2023073111;   10;   4.9; 210;eor
       2115;2023073112;   10;   4.0; 190;eor
       2115;2023073113;   10;   3.4; 170;eor
       2115;2023073114;   10;   3.0; 160;eor
       2115;2023073115;   10;   3.5; 160;eor
       2115;2023073116;   10;   3.8; 170;eor
       2115;2023073117;   10;   4.1; 180;eor
       2115;2023073118;   10;   5.2; 230;eor
       2115;2023073119;   10;   4.6; 230;eor
       2115;2023073120;   10;   5.0; 240;eor
       2115;2023073121;   10;   5.1; 240;eor
       2115;2023073122;   10;   5.6; 230;eor
       2115;2023073123;   10;   4.5; 250;eor
       2115;2023080100;   10;   3.8; 230;eor
       2115;2023080101;   10;   3.6; 220;eor
       2115;2023080102;   10;   4.4; 220;eor
       2115;2023080103;   10;   4.8; 240;eor
       2115;2023080104;   10;   4.7; 240;eor
       2115;2023080105;   10;   4.8; 250;eor
       2115;2023080106;   10;   4.4; 260;eor
       2115;2023080107;   10;   5.2; 270;eor
       2115;2023080108;   10;   5.1; 270;eor
       2115;2023080109;   10;   6.0; 260;eor
       2115;2023080110;   10;   7.4; 250;eor
       2115;2023080111;   10;   7.6; 250;eor
       2115;2023080112;   10;   7.5; 260;eor
       2115;2023080113;   10;   7.9; 260;eor
       2115;2023080114;   10;   7.9; 270;eor
       2115;2023080115;   10;   8.9; 260;eor
       2115;2023080116;   10;   8.5; 260;eor
       2115;2023080117;   10;   9.1; 270;eor
       2115;2023080118;   10;   9.1; 260;eor
       2115;2023080119;   10;   7.2; 260;eor
       2115;2023080120;   10;   6.6; 260;eor
       2115;2023080121;   10;   4.8; 260;eor
       2115;2023080122;   10;   3.9; 270;eor
       2115;2023080123;   10;   4.6; 320;eor
       2115;2023080200;   10;   4.3; 320;eor
       2115;2023080201;   10;   4.0; 310;eor
       2115;2023080202;   10;   2.9; 310;eor
       2115;2023080203;   10;   1.1; 300;eor
       2115;2023080204;   10;   1.9; 200;eor
       2115;2023080205;   10;   1.1; 160;eor
       2115;2023080206;   10;   1.9; 110;eor
       2115;2023080207;   10;   2.3; 130;eor
       2115;2023080208;   10;   3.1; 190;eor
       2115;2023080209;   10;   4.5; 180;eor
       2115;2023080210;   10;   4.8; 140;eor
       2115;2023080211;   10;   5.9; 140;eor
       2115;2023080212;   10;   5.9; 150;eor
       2115;2023080213;   10;   7.5; 130;eor
       2115;2023080214;   10;   8.9; 140;eor
       2115;2023080215;   10;   9.9; 130;eor
       2115;2023080216;   10;   9.6; 130;eor
       2115;2023080217;   10;   6.5; 140;eor
       2115;2023080218;   10;   4.7; 160;eor
       2115;2023080219;   10;   4.6; 160;eor
       2115;2023080220;   10;   5.6; 250;eor
       2115;2023080221;   10;   5.2; 250;eor
       2115;2023080222;   10;   5.4; 240;eor
       2115;2023080223;   10;   5.2; 230;eor
       2115;2023080300;   10;   7.4; 210;eor
       2115;2023080301;   10;   5.3; 210;eor
       2115;2023080302;   10;   2.7; 210;eor
       2115;2023080303;   10;   2.0; 210;eor
       2115;2023080304;   10;   5.1; 210;eor
       2115;2023080305;   10;   2.6; 280;eor
       2115;2023080306;   10;   1.9; 300;eor
       2115;2023080307;   10;   2.8; 310;eor
       2115;2023080308;   10;   2.9; 280;eor
       2115;2023080309;   10;   4.1; 280;eor
       2115;2023080310;   10;   4.8; 280;eor
       2115;2023080311;   10;   5.6; 280;eor
       2115;2023080312;   10;   6.0; 280;eor
       2115;2023080313;   10;   6.1; 310;eor
       2115;2023080314;   10;   6.8; 310;eor
       2115;2023080315;   10;   7.4; 320;eor
       2115;2023080316;   10;   8.8; 320;eor
       2115;2023080317;   10;   9.5; 320;eor
       2115;2023080318;   10;  10.0; 320;eor
       2115;2023080319;   10;   9.5; 310;eor
       2115;2023080320;   10;   9.2; 310;eor
       2115;2023080321;   10;   8.7; 310;eor
       2115;2023080322;   10;   7.8; 310;eor
       2115;2023080323;   10;   9.1; 300;eor
       2115;2023080400;   10;   9.4; 300;eor
       2115;2023080401;   10;   8.1; 300;eor
       2115;2023080402;   10;   6.6; 290;eor
       2115;2023080403;   10;   7.2; 300;eor
       2115;2023080404;   10;   7.4; 300;eor
       2115;2023080405;   10;   7.2; 300;eor
       2115;2023080406;   10;   5.6; 280;eor
       2115;2023080407;   10;   6.3; 290;eor
       2115;2023080408;   10;   5.1; 300;eor
       2115;2023080409;   10;   6.1; 290;eor
       2115;2023080410;   10;   6.9; 290;eor
       2115;2023080411;   10;   7.5; 310;eor
       2115;2023080412;   10;   6.9; 320;eor
       2115;2023080413;   10;   7.0; 330;eor
       2115;2023080414;   10;   6.0; 310;eor
       2115;2023080415;   10;   6.6; 320;eor
       2115;2023080416;   10;   7.6; 320;eor
       2115;2023080417;   10;   7.3; 320;eor
       2115;2023080418;   10;   7.0; 310;eor
       2115;2023080419;   10;   7.0; 310;eor
       2115;2023080420;   10;   6.2; 310;eor
       2115;2023080421;   10;   5.9; 310;eor
       2115;2023080422;   10;   5.3; 300;eor
       2115;2023080423;   10;   5.6; 300;eor
       2115;2023080500;   10;   5.3; 290;eor
       2115;2023080501;   10;   4.9; 280;eor
       2115;2023080502;   10;   4.1; 280;eor
       2115;2023080503;   10;   4.1; 280;eor
       2115;2023080504;   10;   3.7; 290;eor
       2115;2023080505;   10;   2.9; 270;eor
       2115;2023080506;   10;   3.3; 270;eor
       2115;2023080507;   10;   2.6; 280;eor
       2115;2023080508;   10;   1.6; 300;eor
       2115;2023080509;   10;   1.5; 190;eor
       2115;2023080510;   10;   1.5; 180;eor
       2115;2023080511;   10;   2.7; 210;eor
       2115;2023080512;   10;   1.6; 190;eor
       2115;2023080513;   10;   2.5; 140;eor
       2115;2023080514;   10;   3.3; 140;eor
       2115;2023080515;   10;   3.8; 140;eor
       2115;2023080516;   10;   4.5; 130;eor
       2115;2023080517;   10;   5.2; 110;eor
       2115;2023080518;   10;   4.9; 100;eor
       2115;2023080519;   10;   5.5; 100;eor
       2115;2023080520;   10;   6.8; 210;eor
       2115;2023080521;   10;   3.5; 220;eor
       2115;2023080522;   10;   3.1; 100;eor
       2115;2023080523;   10;   5.6; 100;eor
       2115;2023080600;   10;   6.3; 100;eor
       2115;2023080601;   10;   6.1; 120;eor
       2115;2023080602;   10;   5.9; 120;eor
       2115;2023080603;   10;   3.9; 140;eor
       2115;2023080604;   10;   3.3; 140;eor
       2115;2023080605;   10;   2.1; 160;eor
       2115;2023080606;   10;   2.0; 130;eor
       2115;2023080607;   10;   2.2; 120;eor
       2115;2023080608;   10;   1.8;  80;eor
       2115;2023080609;   10;   1.7;  30;eor
       2115;2023080610;   10;   3.3;  40;eor
       2115;2023080611;   10;   4.6;  60;eor
       2115;2023080612;   10;   3.7;  40;eor
       2115;2023080613;   10;   4.0;  50;eor
       2115;2023080614;   10;   6.0;  60;eor
       2115;2023080615;   10;   5.0;  60;eor
       2115;2023080616;   10;   4.3;  30;eor
       2115;2023080617;   10;   4.7; 360;eor
       2115;2023080618;   10;   5.6; 360;eor
       2115;2023080619;   10;   7.8; 350;eor
       2115;2023080620;   10;   7.8; 350;eor
       2115;2023080621;   10;   8.3; 350;eor
       2115;2023080622;   10;   6.9; 340;eor
       2115;2023080623;   10;   6.7; 320;eor
       2115;2023080700;   10;   6.9; 330;eor
       2115;2023080701;   10;   7.4; 340;eor
       2115;2023080702;   10;   8.7; 340;eor
       2115;2023080703;   10;   9.3; 330;eor
       2115;2023080704;   10;  11.2; 320;eor
       2115;2023080705;   10;  12.4; 320;eor
       2115;2023080706;   10;  13.4; 320;eor
       2115;2023080707;   10;  13.3; 310;eor
       2115;2023080708;   10;  12.9; 310;eor
       2115;2023080709;   10;  13.2; 310;eor
       2115;2023080710;   10;  13.7; 300;eor
       2115;2023080711;   10;  13.5; 300;eor
       2115;2023080712;   10;  13.7; 300;eor
       2115;2023080713;   10;  13.9; 300;eor
       2115;2023080714;   10;  14.2; 290;eor
       2115;2023080715;   10;  13.9; 290;eor
       2115;2023080716;   10;  14.2; 290;eor
       2115;2023080717;   10;  14.0; 290;eor
       2115;2023080718;   10;  14.5; 290;eor
       2115;2023080719;   10;  14.4; 290;eor
       2115;2023080720;   10;  14.1; 280;eor
       2115;2023080721;   10;  13.2; 280;eor
       2115;2023080722;   10;  11.3; 280;eor
       2115;2023080723;   10;  11.8; 290;eor
       2115;2023080800;   10;  12.7; 290;eor
       2115;2023080801;   10;  12.4; 290;eor
       2115;2023080802;   10;  11.9; 290;eor
       2115;2023080803;   10;  11.8; 280;eor
       2115;2023080804;   10;  11.8; 280;eor
       2115;2023080805;   10;  11.9; 280;eor
       2115;2023080806;   10;  11.4; 280;eor
       2115;2023080807;   10;  11.3; 280;eor
       2115;2023080808;   10;  11.3; 280;eor
       2115;2023080809;   10;  10.8; 280;eor
       2115;2023080810;   10;  10.9; 280;eor
       2115;2023080811;   10;  11.3; 270;eor
       2115;2023080812;   10;  12.0; 270;eor
       2115;2023080813;   10;  11.3; 270;eor
       2115;2023080814;   10;  11.9; 280;eor
       2115;2023080815;   10;  11.8; 280;eor
       2115;2023080816;   10;  12.8; 280;eor
       2115;2023080817;   10;  13.1; 280;eor
       2115;2023080818;   10;  12.2; 280;eor
       2115;2023080819;   10;  12.2; 280;eor
       2115;2023080820;   10;  11.2; 290;eor
       2115;2023080821;   10;  11.5; 290;eor
       2115;2023080822;   10;  11.6; 280;eor
       2115;2023080823;   10;  11.2; 280;eor
       2115;2023080900;   10;  10.3; 280;eor
       2115;2023080901;   10;  10.8; 290;eor
       2115;2023080902;   10;  11.1; 290;eor
       2115;2023080903;   10;  11.7; 290;eor
       2115;2023080904;   10;  12.1; 300;eor
       2115;2023080905;   10;  12.2; 300;eor
       2115;2023080906;   10;  11.2; 300;eor
       2115;2023080907;   10;  10.1; 290;eor
       2115;2023080908;   10;  10.5; 290;eor
       2115;2023080909;   10;  10.2; 290;eor
       2115;2023080910;   10;   9.6; 290;eor
       2115;2023080911;   10;   8.5; 290;eor
       2115;2023080912;   10;   8.3; 290;eor
       2115;2023080913;   10;   9.6; 290;eor
       2115;2023080914;   10;   9.7; 290;eor
       2115;2023080915;   10;   9.4; 290;eor
       2115;2023080916;   10;   9.3; 290;eor
       2115;2023080917;   10;   9.3; 300;eor
       2115;2023080918;   10;   8.8; 300;eor
       2115;2023080919;   10;   8.5; 300;eor
       2115;2023080920;   10;   8.1; 300;eor
       2115;2023080921;   10;   8.5; 300;eor
       2115;2023080922;   10;   7.7; 300;eor
       2115;2023080923;   10;   6.4; 290;eor
       2115;2023081000;   10;   6.3; 290;eor
       2115;2023081001;   10;   6.5; 290;eor
       2115;2023081002;   10;   6.6; 290;eor
       2115;2023081003;   10;   6.5; 290;eor
       2115;2023081004;   10;   6.3; 300;eor
       2115;2023081005;   10;   6.4; 300;eor
       2115;2023081006;   10;   6.2; 300;eor
       2115;2023081007;   10;   5.7; 300;eor
       2115;2023081008;   10;   4.9; 300;eor
       2115;2023081009;   10;   4.6; 300;eor
       2115;2023081010;   10;   4.1; 290;eor
       2115;2023081011;   10;   4.1; 290;eor
       2115;2023081012;   10;   3.5; 300;eor
       2115;2023081013;   10;   3.3; 290;eor
       2115;2023081014;   10;   3.2; 270;eor
       2115;2023081015;   10;   2.9; 280;eor
       2115;2023081016;   10;   2.9; 280;eor
       2115;2023081017;   10;   3.4; 250;eor
       2115;2023081018;   10;   3.2; 250;eor
       2115;2023081019;   10;   3.5; 250;eor
       2115;2023081020;   10;   3.2; 250;eor
       2115;2023081021;   10;   3.1; 250;eor
       2115;2023081022;   10;   3.7; 240;eor
       2115;2023081023;   10;   3.8; 230;eor
       2115;2023081100;   10;   3.9; 220;eor
       2115;2023081101;   10;   4.3; 220;eor
       2115;2023081102;   10;   4.4; 220;eor
       2115;2023081103;   10;   4.2; 220;eor
       2115;2023081104;   10;   3.7; 230;eor
       2115;2023081105;   10;   4.1; 230;eor
       2115;2023081106;   10;   4.7; 230;eor
       2115;2023081107;   10;   4.4; 230;eor
       2115;2023081108;   10;   4.2; 220;eor
       2115;2023081109;   10;   4.1; 210;eor
       2115;2023081110;   10;   4.0; 200;eor
       2115;2023081111;   10;   3.3; 180;eor
       2115;2023081112;   10;   3.2; 160;eor
       2115;2023081113;   10;   3.7; 150;eor
       2115;2023081114;   10;   3.7; 150;eor
       2115;2023081115;   10;   3.7; 160;eor
       2115;2023081116;   10;   3.3; 160;eor
       2115;2023081117;   10;   3.2; 170;eor
       2115;2023081118;   10;   2.7; 210;eor
       2115;2023081119;   10;   2.8; 290;eor
       2115;2023081120;   10;   2.8; 290;eor
       2115;2023081121;   10;   2.8; 280;eor
       2115;2023081122;   10;   2.0; 260;eor
       2115;2023081123;   10;   1.5; 200;eor
       2115;2023081200;   10;   2.2; 250;eor
       2115;2023081201;   10;   1.8; 270;eor
       2115;2023081202;   10;   1.1; 250;eor
       2115;2023081203;   10;   2.2; 210;eor
       2115;2023081204;   10;   2.7; 200;eor
       2115;2023081205;   10;   3.5; 190;eor
       2115;2023081206;   10;   3.3; 200;eor
       2115;2023081207;   10;   3.0; 190;eor
       2115;2023081208;   10;   3.2; 190;eor
       2115;2023081209;   10;   3.2; 180;eor
       2115;2023081210;   10;   3.2; 170;eor
       2115;2023081211;   10;   3.0; 170;eor
       2115;2023081212;   10;   2.9; 170;eor
       2115;2023081213;   10;   2.5; 170;eor
       2115;2023081214;   10;   3.2; 170;eor
       2115;2023081215;   10;   2.7; 210;eor
       2115;2023081216;   10;   5.2; 280;eor
       2115;2023081217;   10;   4.9; 260;eor
       2115;2023081218;   10;   5.4; 250;eor
       2115;2023081219;   10;   6.1; 250;eor
       2115;2023081220;   10;   5.3; 250;eor
       2115;2023081221;   10;   6.7; 250;eor
       2115;2023081222;   10;   5.6; 250;eor
       2115;2023081223;   10;   4.6; 230;eor
       2115;2023081300;   10;   4.7; 220;eor
       2115;2023081301;   10;   6.8; 230;eor
       2115;2023081302;   10;   7.1; 230;eor
       2115;2023081303;   10;   6.8; 220;eor
       2115;2023081304;   10;   6.6; 220;eor
       2115;2023081305;   10;   6.8; 220;eor
       2115;2023081306;   10;   7.0; 220;eor
       2115;2023081307;   10;   6.5; 220;eor
       2115;2023081308;   10;   6.6; 210;eor
       2115;2023081309;   10;   6.5; 220;eor
       2115;2023081310;   10;   6.3; 220;eor
       2115;2023081311;   10;   6.0; 220;eor
       2115;2023081312;   10;   5.4; 220;eor
       2115;2023081313;   10;   3.7; 200;eor
       2115;2023081314;   10;   2.5; 180;eor
       2115;2023081315;   10;   2.4; 150;eor
       2115;2023081316;   10;   2.6; 210;eor
       2115;2023081317;   10;   2.8; 240;eor
       2115;2023081318;   10;   1.4; 240;eor
       2115;2023081319;   10;   1.1; 130;eor
       2115;2023081320;   10;   1.5; 170;eor
       2115;2023081321;   10;   2.2; 140;eor
       2115;2023081322;   10;   2.5; 190;eor
       2115;2023081323;   10;   1.8; 190;eor
       2115;2023081400;   10;   1.5; 190;eor
       2115;2023081401;   10;   2.3; 210;eor
       2115;2023081402;   10;   2.7; 210;eor
       2115;2023081403;   10;   3.2; 210;eor
       2115;2023081404;   10;   3.2; 200;eor
       2115;2023081405;   10;   3.2; 190;eor
       2115;2023081406;   10;   3.2; 190;eor
       2115;2023081407;   10;   3.5; 180;eor
       2115;2023081408;   10;   3.1; 180;eor
       2115;2023081409;   10;   3.1; 180;eor
       2115;2023081410;   10;   3.0; 170;eor
       2115;2023081411;   10;   2.9; 170;eor
       2115;2023081412;   10;   2.7; 170;eor
       2115;2023081413;   10;   2.5; 160;eor
       2115;2023081414;   10;   2.0; 170;eor
       2115;2023081415;   10;   1.9; 150;eor
       2115;2023081416;   10;   1.8; 110;eor
       2115;2023081417;   10;   3.1;  70;eor
       2115;2023081418;   10;   3.2;  40;eor
       2115;2023081419;   10;   3.6;  60;eor
       2115;2023081420;   10;   4.4;  80;eor
       2115;2023081421;   10;   4.2;  70;eor
       2115;2023081422;   10;   5.2;  80;eor
       2115;2023081423;   10;   5.0;  80;eor
       2115;2023081500;   10;   4.7;  90;eor
       2115;2023081501;   10;   4.4; 100;eor
       2115;2023081502;   10;   3.4; 120;eor
       2115;2023081503;   10;   2.9; 140;eor
       2115;2023081504;   10;   2.9; 170;eor
       2115;2023081505;   10;   2.8; 190;eor
       2115;2023081506;   10;   2.4; 200;eor
       2115;2023081507;   10;   3.0; 200;eor
       2115;2023081508;   10;   4.1; 230;eor
       2115;2023081509;   10;   5.3; 240;eor
       2115;2023081510;   10;   5.4; 240;eor
       2115;2023081511;   10;   5.4; 240;eor
       2115;2023081512;   10;   6.7; 240;eor
       2115;2023081513;   10;   6.8; 240;eor
       2115;2023081514;   10;   6.6; 250;eor
       2115;2023081515;   10;   5.9; 260;eor
       2115;2023081516;   10;   5.1; 260;eor
       2115;2023081517;   10;   4.8; 270;eor
       2115;2023081518;   10;   5.5; 270;eor
       2115;2023081519;   10;   6.0; 270;eor
       2115;2023081520;   10;   5.5; 270;eor
       2115;2023081521;   10;   5.1; 260;eor
       2115;2023081522;   10;   4.5; 260;eor
       2115;2023081523;   10;   4.3; 260;eor
       2115;2023081600;   10;   5.1; 270;eor
       2115;2023081601;   10;   5.4; 280;eor
       2115;2023081602;   10;   5.4; 280;eor
       2115;2023081603;   10;   5.6; 280;eor
       2115;2023081604;   10;   6.0; 290;eor
       2115;2023081605;   10;   5.1; 290;eor
       2115;2023081606;   10;   4.4; 300;eor
       2115;2023081607;   10;   3.6; 300;eor
       2115;2023081608;   10;   3.2; 310;eor
       2115;2023081609;   10;   3.0; 300;eor
       2115;2023081610;   10;   2.5; 300;eor
       2115;2023081611;   10;   2.3; 290;eor
       2115;2023081612;   10;   2.3; 270;eor
       2115;2023081613;   10;   2.8; 280;eor
       2115;2023081614;   10;   3.1; 290;eor
       2115;2023081615;   10;   4.0; 300;eor
       2115;2023081616;   10;   4.1; 320;eor
       2115;2023081617;   10;   4.1; 330;eor
       2115;2023081618;   10;   4.3; 340;eor
       2115;2023081619;   10;   4.2; 360;eor
       2115;2023081620;   10;   4.3;  10;eor
       2115;2023081621;   10;   4.8;  10;eor
       2115;2023081622;   10;   4.9;  30;eor
       2115;2023081623;   10;   4.8;  40;eor
       2115;2023081700;   10;   5.2;  30;eor
       2115;2023081701;   10;   5.2;  40;eor
       2115;2023081702;   10;   5.9;  50;eor
       2115;2023081703;   10;   5.9;  50;eor
       2115;2023081704;   10;   5.8;  60;eor
       2115;2023081705;   10;   6.3;  50;eor
       2115;2023081706;   10;   6.5;  60;eor
       2115;2023081707;   10;   7.2;  50;eor
       2115;2023081708;   10;   7.6;  60;eor
       2115;2023081709;   10;   7.5;  50;eor
       2115;2023081710;   10;   7.3;  60;eor
       2115;2023081711;   10;   7.1;  50;eor
       2115;2023081712;   10;   6.6;  40;eor
       2115;2023081713;   10;   6.4;  40;eor
       2115;2023081714;   10;   7.0;  50;eor
       2115;2023081715;   10;   6.7;  40;eor
       2115;2023081716;   10;   6.5;  50;eor
       2115;2023081717;   10;   6.0;  50;eor
       2115;2023081718;   10;   6.9;  60;eor
       2115;2023081719;   10;   7.3;  80;eor
       2115;2023081720;   10;   7.9;  90;eor
       2115;2023081721;   10;   8.2; 100;eor
       2115;2023081722;   10;   7.1;  90;eor
       2115;2023081723;   10;   6.3;  70;eor
       2115;2023081800;   10;   6.9;  70;eor
       2115;2023081801;   10;   8.7;  80;eor
       2115;2023081802;   10;   8.7;  80;eor
       2115;2023081803;   10;   9.3;  80;eor
       2115;2023081804;   10;   8.9;  80;eor
       2115;2023081805;   10;   9.1;  80;eor
       2115;2023081806;   10;   8.8;  80;eor
       2115;2023081807;   10;   9.0;  80;eor
       2115;2023081808;   10;   8.0;  90;eor
       2115;2023081809;   10;   6.8;  90;eor
       2115;2023081810;   10;   6.0;  90;eor
       2115;2023081811;   10;   5.7;  90;eor
       2115;2023081812;   10;   5.8;  80;eor
       2115;2023081813;   10;   5.5;  80;eor
       2115;2023081814;   10;   5.3;  70;eor
       2115;2023081815;   10;   5.1;  60;eor
       2115;2023081816;   10;   5.1;  70;eor
       2115;2023081817;   10;   5.4;  70;eor
       2115;2023081818;   10;   6.5;  80;eor
       2115;2023081819;   10;   7.6;  80;eor
       2115;2023081820;   10;   7.0;  80;eor
       2115;2023081821;   10;   7.2;  80;eor
       2115;2023081822;   10;   7.7;  90;eor
       2115;2023081823;   10;   7.3; 100;eor
       2115;2023081900;   10;   8.0; 100;eor
       2115;2023081901;   10;   8.0; 100;eor
       2115;2023081902;   10;   7.9; 110;eor
       2115;2023081903;   10;   8.0; 110;eor
       2115;2023081904;   10;   8.0; 110;eor
       2115;2023081905;   10;   8.0; 110;eor
       2115;2023081906;   10;   8.5; 110;eor
       2115;2023081907;   10;   9.1; 110;eor
       2115;2023081908;   10;   9.7; 120;eor
       2115;2023081909;   10;   8.5; 120;eor
       2115;2023081910;   10;   6.8; 120;eor
       2115;2023081911;   10;   6.8; 120;eor
       2115;2023081912;   10;   6.4; 120;eor
       2115;2023081913;   10;   5.4; 130;eor
       2115;2023081914;   10;   3.8; 150;eor
       2115;2023081915;   10;   4.5; 190;eor
       2115;2023081916;   10;   5.7; 230;eor
       2115;2023081917;   10;   6.3; 240;eor
       2115;2023081918;   10;   5.7; 250;eor
       2115;2023081919;   10;   5.7; 260;eor
       2115;2023081920;   10;   4.9; 260;eor
       2115;2023081921;   10;   4.0; 250;eor
       2115;2023081922;   10;   3.5; 250;eor
       2115;2023081923;   10;   3.0; 240;eor
       2115;2023082000;   10;   2.9; 240;eor
       2115;2023082001;   10;   2.7; 230;eor
       2115;2023082002;   10;   2.7; 210;eor
       2115;2023082003;   10;   3.5; 210;eor
       2115;2023082004;   10;   3.6; 220;eor
       2115;2023082005;   10;   3.5; 220;eor
       2115;2023082006;   10;   3.6; 220;eor
       2115;2023082007;   10;   4.2; 230;eor
       2115;2023082008;   10;   4.3; 230;eor
       2115;2023082009;   10;   4.1; 220;eor
       2115;2023082010;   10;   4.9; 230;eor
       2115;2023082011;   10;   5.2; 240;eor
       2115;2023082012;   10;   5.8; 240;eor
       2115;2023082013;   10;   5.4; 240;eor
       2115;2023082014;   10;   5.1; 240;eor
       2115;2023082015;   10;   4.2; 260;eor
       2115;2023082016;   10;   3.8; 260;eor
       2115;2023082017;   10;   3.8; 280;eor
       2115;2023082018;   10;   3.4; 280;eor
       2115;2023082019;   10;   2.8; 270;eor
       2115;2023082020;   10;   3.0; 270;eor
       2115;2023082021;   10;   2.7; 270;eor
       2115;2023082022;   10;   2.2; 250;eor
       2115;2023082023;   10;   2.6; 230;eor
       2115;2023082100;   10;   3.2; 230;eor
       2115;2023082101;   10;   3.7; 260;eor
       2115;2023082102;   10;   3.7; 270;eor
       2115;2023082103;   10;   4.1; 270;eor
       2115;2023082104;   10;   3.9; 270;eor
       2115;2023082105;   10;   3.0; 270;eor
       2115;2023082106;   10;   3.0; 260;eor
