 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,032"
06:30;"0,220"
06:45;"0,360"
07:00;"0,492"
07:15;"0,628"
07:30;"0,928"
07:45;"1,144"
08:00;"1,436"
08:15;"1,704"
08:30;"1,948"
08:45;"2,343"
09:00;"2,680"
09:15;"3,223"
09:30;"3,736"
09:45;"4,643"
10:00;"4,648"
10:15;"6,034"
10:30;"6,679"
10:45;"7,476"
11:00;"7,652"
11:15;"8,089"
11:30;"8,617"
11:45;"9,220"
12:00;"8,793"
12:15;"10,534"
12:30;"10,939"
12:45;"11,100"
13:00;"11,408"
13:15;"11,460"
13:30;"11,763"
13:45;"11,896"
14:00;"11,757"
14:15;"12,071"
14:30;"11,717"
14:45;"12,063"
15:00;"11,828"
15:15;"11,412"
15:30;"11,460"
15:45;"11,444"
16:00;"11,144"
16:15;"10,289"
16:30;"9,569"
16:45;"8,912"
17:00;"8,477"
17:15;"7,411"
17:30;"6,596"
17:45;"4,543"
18:00;"3,508"
18:15;"2,313"
18:30;"2,008"
18:45;"1,984"
19:00;"1,625"
19:15;"1,176"
19:30;"0,968"
19:45;"0,808"
20:00;"0,604"
20:15;"0,420"
20:30;"0,240"
20:45;"0,076"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
