 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,112"
07:45;"0,280"
08:00;"0,412"
08:15;"0,520"
08:30;"0,620"
08:45;"0,888"
09:00;"1,348"
09:15;"1,744"
09:30;"2,275"
09:45;"2,927"
10:00;"3,623"
10:15;"4,367"
10:30;"5,075"
10:45;"5,787"
11:00;"6,455"
11:15;"7,043"
11:30;"7,643"
11:45;"8,092"
12:00;"8,571"
12:15;"9,004"
12:30;"9,372"
12:45;"9,676"
13:00;"9,904"
13:15;"10,140"
13:30;"10,268"
13:45;"10,424"
14:00;"10,456"
14:15;"10,444"
14:30;"10,412"
14:45;"10,292"
15:00;"10,128"
15:15;"10,044"
15:30;"9,772"
15:45;"9,588"
16:00;"9,244"
16:15;"8,928"
16:30;"8,472"
16:45;"8,024"
17:00;"7,541"
17:15;"6,805"
17:30;"6,073"
17:45;"5,421"
18:00;"4,661"
18:15;"3,877"
18:30;"3,109"
18:45;"2,417"
19:00;"1,733"
19:15;"1,129"
19:30;"0,569"
19:45;"0,120"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
