 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,100"
07:45;"0,496"
08:00;"0,696"
08:15;"0,880"
08:30;"1,156"
08:45;"1,627"
09:00;"2,850"
09:15;"3,847"
09:30;"4,204"
09:45;"4,923"
10:00;"5,691"
10:15;"6,403"
10:30;"4,635"
10:45;"6,301"
11:00;"8,917"
11:15;"10,026"
11:30;"10,644"
11:45;"10,336"
12:00;"10,912"
12:15;"9,740"
12:30;"10,419"
12:45;"9,152"
13:00;"10,769"
13:15;"11,615"
13:30;"11,264"
13:45;"7,967"
14:00;"3,586"
14:15;"4,451"
14:30;"5,964"
14:45;"6,398"
15:00;"7,267"
15:15;"3,289"
15:30;"1,925"
15:45;"1,313"
16:00;"1,047"
16:15;"1,636"
16:30;"1,097"
16:45;"0,601"
17:00;"0,572"
17:15;"1,147"
17:30;"1,640"
17:45;"0,685"
18:00;"0,200"
18:15;"0,012"
18:30;
18:45;
19:00;
19:15;
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
