 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,036"
06:15;"0,156"
06:30;"0,464"
06:45;"0,448"
07:00;"0,668"
07:15;"0,916"
07:30;"1,132"
07:45;"1,171"
08:00;"1,911"
08:15;"2,252"
08:30;"1,960"
08:45;"2,568"
09:00;"2,844"
09:15;"3,862"
09:30;"3,389"
09:45;"3,459"
10:00;"4,163"
10:15;"6,448"
10:30;"7,408"
10:45;"5,292"
11:00;"4,903"
11:15;"5,244"
11:30;"4,254"
11:45;"3,128"
12:00;"3,739"
12:15;"4,636"
12:30;"3,642"
12:45;"3,236"
13:00;"3,323"
13:15;"3,212"
13:30;"3,229"
13:45;"2,948"
14:00;"2,433"
14:15;"2,064"
14:30;"2,882"
14:45;"3,552"
15:00;"4,394"
15:15;"2,912"
15:30;"1,400"
15:45;"2,072"
16:00;"3,481"
16:15;"7,083"
16:30;"4,155"
16:45;"4,189"
17:00;"4,614"
17:15;"3,740"
17:30;"3,012"
17:45;"1,850"
18:00;"1,397"
18:15;"1,020"
18:30;"1,240"
18:45;"0,929"
19:00;"0,924"
19:15;"0,884"
19:30;"0,741"
19:45;"0,616"
20:00;"0,600"
20:15;"0,628"
20:30;"0,584"
20:45;"0,376"
21:00;"0,196"
21:15;"0,064"
21:30;"0,004"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
