 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,032"
07:45;"0,212"
08:00;"0,192"
08:15;"0,192"
08:30;"0,332"
08:45;"0,568"
09:00;"0,688"
09:15;"1,127"
09:30;"1,800"
09:45;"2,223"
10:00;"3,071"
10:15;"3,532"
10:30;"4,100"
10:45;"4,951"
11:00;"6,281"
11:15;"4,204"
11:30;"4,816"
11:45;"4,875"
12:00;"4,539"
12:15;"2,824"
12:30;"2,020"
12:45;"2,144"
13:00;"2,260"
13:15;"2,779"
13:30;"4,065"
13:45;"5,297"
14:00;"2,319"
14:15;"1,592"
14:30;"2,119"
14:45;"2,648"
15:00;"2,731"
15:15;"3,859"
15:30;"5,290"
15:45;"6,272"
16:00;"4,167"
16:15;"3,328"
16:30;"3,436"
16:45;"2,469"
17:00;"0,698"
17:15;"0,512"
17:30;"0,276"
17:45;"0,220"
18:00;"0,264"
18:15;"0,460"
18:30;"1,215"
18:45;"1,604"
19:00;"1,177"
19:15;"0,557"
19:30;"0,324"
19:45;"0,080"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
