 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,172"
06:45;"0,360"
07:00;"0,460"
07:15;"0,548"
07:30;"0,912"
07:45;"1,196"
08:00;"1,392"
08:15;"1,628"
08:30;"1,836"
08:45;"2,120"
09:00;"2,531"
09:15;"3,135"
09:30;"3,887"
09:45;"4,663"
10:00;"5,491"
10:15;"6,271"
10:30;"6,963"
10:45;"7,611"
11:00;"8,319"
11:15;"8,859"
11:30;"9,487"
11:45;"9,928"
12:00;"10,363"
12:15;"10,796"
12:30;"11,112"
12:45;"11,384"
13:00;"11,668"
13:15;"11,928"
13:30;"12,060"
13:45;"12,132"
14:00;"12,264"
14:15;"12,228"
14:30;"12,256"
14:45;"12,180"
15:00;"12,036"
15:15;"11,904"
15:30;"11,704"
15:45;"11,556"
16:00;"11,185"
16:15;"10,876"
16:30;"10,488"
16:45;"10,080"
17:00;"9,581"
17:15;"9,013"
17:30;"8,405"
17:45;"7,765"
18:00;"6,929"
18:15;"6,141"
18:30;"5,209"
18:45;"4,281"
19:00;"3,441"
19:15;"2,721"
19:30;"2,001"
19:45;"1,445"
20:00;"0,952"
20:15;"0,520"
20:30;"0,176"
20:45;"0,040"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
